Project        ImType Object           ExpTime Filter  LST      UTDate     UTC        JD           Filename               [Logged@UT]
YALE-08A-0001  OBJECT 3C279               30.0 K       13:32:40 2014-06-10 01:02:38.0 2456818.5435 ir140609.0049          [01:03:26.1
YALE-08A-0001  OBJECT 3C279               30.1 K       13:33:26 2014-06-10 01:03:23.9 2456818.5440 ir140609.0050          [01:04:10.2
YALE-08A-0001  OBJECT 3C279               70.0 B       13:32:42 2014-06-10 01:02:40.5 2456818.5435 ccd140609.0021         [01:04:35.2
YALE-08A-0001  OBJECT 3C279               30.0 K       13:34:12 2014-06-10 01:04:10.1 2456818.5446 ir140609.0051          [01:04:56.5
YALE-08A-0001  OBJECT 3C279               30.1 K       13:34:59 2014-06-10 01:04:56.3 2456818.5451 ir140609.0052          [01:05:43.9
YALE-08A-0001  OBJECT 3C279               30.1 K       13:35:45 2014-06-10 01:05:42.4 2456818.5456 ir140609.0053          [01:06:28.8
YALE-08A-0001  OBJECT 3C279               30.0 K       13:36:36 2014-06-10 01:06:33.3 2456818.5462 ir140609.0054          [01:07:20.9
YALE-08A-0001  OBJECT 3C279               30.1 K       13:37:22 2014-06-10 01:07:19.3 2456818.5468 ir140609.0055          [01:08:05.8
YALE-08A-0001  OBJECT 3C279               70.0 V       13:36:38 2014-06-10 01:06:35.9 2456818.5462 ccd140609.0022         [01:08:30.5
YALE-08A-0001  OBJECT 3C279               30.0 K       13:38:08 2014-06-10 01:08:05.6 2456818.5473 ir140609.0056          [01:08:52.0
YALE-08A-0001  OBJECT 3C279               30.1 K       13:38:55 2014-06-10 01:08:51.9 2456818.5478 ir140609.0057          [01:09:39.2
YALE-08A-0001  OBJECT 3C279               30.0 K       13:39:41 2014-06-10 01:09:37.8 2456818.5483 ir140609.0058          [01:10:24.6
OSU-03B-0001   OBJECT RXJ1131            150.0 J       13:42:04 2014-06-10 01:12:00.8 2456818.5500 ir140609.0059          [01:14:48.0
OSU-03B-0001   OBJECT RXJ1131            150.0 J       13:44:51 2014-06-10 01:14:46.9 2456818.5519 ir140609.0060          [01:17:33.2
OSU-03B-0001   OBJECT RXJ1131            300.0 R       13:42:07 2014-06-10 01:12:03.2 2456818.5500 ccd140609.0023         [01:17:47.9
OSU-03B-0001   OBJECT RXJ1131            150.0 J       13:44:51 2014-06-10 01:14:46.9 2456818.5519 ir140609.0061          [01:20:29.2
OSU-03B-0001   OBJECT RXJ1131            150.0 J       13:50:34 2014-06-10 01:20:29.1 2456818.5559 ir140609.0062          [01:23:16.5
OSU-03B-0001   OBJECT RXJ1131            300.0 R       13:47:54 2014-06-10 01:17:49.7 2456818.5540 ccd140609.0024         [01:23:33.5
OSU-03B-0001   OBJECT RXJ1131            150.0 J       13:53:20 2014-06-10 01:23:15.0 2456818.5578 ir140609.0063          [01:26:02.6
OSU-03B-0001   OBJECT RXJ1131            150.0 J       13:56:07 2014-06-10 01:26:01.2 2456818.5597 ir140609.0064          [01:28:47.5
OSU-03B-0001   OBJECT RXJ1131            300.0 R       13:53:41 2014-06-10 01:23:36.2 2456818.5581 ccd140609.0025         [01:29:21.1
OSU-03B-0001   OBJECT RXJ1131            150.0 J       13:59:35 2014-06-10 01:29:28.7 2456818.5621 ir140609.0065          [01:32:15.0
OSU-03B-0001   OBJECT RXJ1131            150.0 J       14:02:21 2014-06-10 01:32:14.5 2456818.5641 ir140609.0066          [01:35:01.9
OSU-03B-0001   OBJECT RXJ1131            300.0 I       13:59:38 2014-06-10 01:29:31.2 2456818.5622 ccd140609.0026         [01:35:15.1
OSU-03B-0001   OBJECT RXJ1131            150.0 J       14:05:08 2014-06-10 01:35:00.9 2456818.5660 ir140609.0067          [01:37:48.1
OSU-03B-0001   OBJECT RXJ1131            150.0 J       14:07:55 2014-06-10 01:37:47.3 2456818.5679 ir140609.0068          [01:40:33.6
OSU-03B-0001   OBJECT RXJ1131            300.0 I       14:05:25 2014-06-10 01:35:17.7 2456818.5662 ccd140609.0027         [01:41:02.2
OSU-03B-0001   OBJECT RXJ1131            150.0 J       14:10:41 2014-06-10 01:40:33.2 2456818.5698 ir140609.0069          [01:43:19.4
OSU-03B-0001   OBJECT RXJ1131            150.0 J       14:13:28 2014-06-10 01:43:19.2 2456818.5718 ir140609.0070          [01:46:06.6
OSU-03B-0001   OBJECT RXJ1131            300.0 I       14:11:13 2014-06-10 01:41:04.7 2456818.5702 ccd140609.0028         [01:46:48.4
YALE-03A-0001  OBJECT NovaMusca           70.0 J       14:19:16 2014-06-10 01:49:06.9 2456818.5758 ir140609.0071          [01:50:34.3
YALE-03A-0001  OBJECT NovaMusca           70.0 J       14:20:43 2014-06-10 01:50:32.8 2456818.5768 ir140609.0072          [01:51:59.1
YALE-03A-0001  OBJECT NovaMusca           70.0 J       14:22:09 2014-06-10 01:51:59.1 2456818.5778 ir140609.0073          [01:53:26.4
YALE-03A-0001  OBJECT NovaMusca           70.0 J       14:23:36 2014-06-10 01:53:25.4 2456818.5788 ir140609.0074          [01:54:51.7
YALE-03A-0001  OBJECT NovaMusca           70.0 J       14:25:02 2014-06-10 01:54:51.3 2456818.5798 ir140609.0075          [01:56:18.6
YALE-03A-0001  OBJECT NovaMusca           70.0 J       14:26:28 2014-06-10 01:56:17.3 2456818.5808 ir140609.0076          [01:57:43.6
YALE-03A-0001  OBJECT NovaMusca           70.0 J       14:27:54 2014-06-10 01:57:43.3 2456818.5817 ir140609.0077          [01:59:10.7
YALE-03A-0001  OBJECT NovaMusca          600.0 I       14:19:19 2014-06-10 01:49:09.4 2456818.5758 ccd140609.0029         [01:59:53.2
YALE-03A-0001  OBJECT NovaMusca           70.0 J       14:30:12 2014-06-10 02:00:00.5 2456818.5833 ir140609.0078          [02:01:28.5
YALE-03A-0001  OBJECT NovaMusca           70.0 J       14:31:38 2014-06-10 02:01:26.4 2456818.5843 ir140609.0079          [02:02:52.7
YALE-03A-0001  OBJECT NovaMusca           70.0 J       14:33:04 2014-06-10 02:02:52.7 2456818.5853 ir140609.0080          [02:04:20.0
YALE-03A-0001  OBJECT NovaMusca           70.0 J       14:34:31 2014-06-10 02:04:19.0 2456818.5863 ir140609.0081          [02:05:45.3
YALE-03A-0001  OBJECT NovaMusca           70.0 J       14:35:57 2014-06-10 02:05:44.8 2456818.5873 ir140609.0082          [02:07:12.1
YALE-03A-0001  OBJECT NovaMusca           70.0 J       14:37:23 2014-06-10 02:07:10.9 2456818.5883 ir140609.0083          [02:08:37.2
YALE-03A-0001  OBJECT NovaMusca           70.0 J       14:38:50 2014-06-10 02:08:37.1 2456818.5893 ir140609.0084          [02:10:04.4
YALE-03A-0001  OBJECT NovaMusca          600.0 V       14:30:14 2014-06-10 02:00:03.1 2456818.5834 ccd140609.0030         [02:10:46.8
YALE-08A-0001  OBJECT 1424-41             30.1 J       14:42:56 2014-06-10 02:12:42.2 2456818.5921 ir140609.0085          [02:13:29.6
YALE-08A-0001  OBJECT 1424-41             30.0 J       14:43:42 2014-06-10 02:13:28.2 2456818.5927 ir140609.0086          [02:14:14.5
YALE-08A-0001  OBJECT 1424-41             70.0 R       14:42:58 2014-06-10 02:12:44.7 2456818.5922 ccd140609.0031         [02:14:39.3
YALE-08A-0001  OBJECT 1424-41             30.0 J       14:44:28 2014-06-10 02:14:14.4 2456818.5932 ir140609.0087          [02:15:00.8
YALE-08A-0001  OBJECT 1424-41             30.1 J       14:45:15 2014-06-10 02:15:01.1 2456818.5938 ir140609.0088          [02:15:48.4
YALE-08A-0001  OBJECT 1424-41             30.1 J       14:46:01 2014-06-10 02:15:47.0 2456818.5943 ir140609.0089          [02:16:33.4
YALE-08A-0001  OBJECT 1424-41             30.0 K       14:46:55 2014-06-10 02:16:40.7 2456818.5949 ir140609.0090          [02:17:28.5
YALE-08A-0001  OBJECT 1424-41             30.0 K       14:47:41 2014-06-10 02:17:26.5 2456818.5954 ir140609.0091          [02:18:12.8
YALE-08A-0001  OBJECT 1424-41             90.0 B       14:46:57 2014-06-10 02:16:43.0 2456818.5949 ccd140609.0032         [02:18:57.6
YALE-08A-0001  OBJECT 1424-41             30.1 K       14:48:27 2014-06-10 02:18:12.7 2456818.5960 ir140609.0092          [02:18:59.4
YALE-08A-0001  OBJECT 1424-41             30.0 K       14:48:27 2014-06-10 02:18:12.7 2456818.5960 ir140609.0093          [02:19:57.0
YALE-08A-0001  OBJECT 1424-41             30.1 K       14:50:16 2014-06-10 02:20:01.4 2456818.5972 ir140609.0094          [02:20:47.6
YALE-08A-0001  OBJECT 1424-41             30.1 K       14:51:02 2014-06-10 02:20:47.3 2456818.5978 ir140609.0095          [02:21:34.6
YALE-08A-0001  OBJECT 1424-41             70.0 V       14:50:18 2014-06-10 02:20:03.8 2456818.5973 ccd140609.0033         [02:21:57.5
YALE-08A-0001  OBJECT 1424-41             30.1 K       14:51:48 2014-06-10 02:21:33.6 2456818.5983 ir140609.0096          [02:22:21.0
YALE-08A-0001  OBJECT 1424-41             30.1 K       14:52:35 2014-06-10 02:22:19.8 2456818.5988 ir140609.0097          [02:23:06.2
OSU-03A-0001   OBJECT OB140805            50.0 H       14:55:26 2014-06-10 02:25:10.6 2456818.6008 ir140609.0098          [02:26:17.8
OSU-03A-0001   OBJECT OB140805            50.0 H       14:56:32 2014-06-10 02:26:16.5 2456818.6016 ir140609.0099          [02:27:22.8
OSU-03A-0001   OBJECT OB140805            50.0 H       14:57:38 2014-06-10 02:27:22.6 2456818.6023 ir140609.0100          [02:28:29.9
OSU-03A-0001   OBJECT OB140805            50.0 H       14:58:45 2014-06-10 02:28:28.9 2456818.6031 ir140609.0101          [02:29:35.2
OSU-03A-0001   OBJECT OB140805            50.0 H       14:59:51 2014-06-10 02:29:34.9 2456818.6039 ir140609.0102          [02:30:42.1
OSU-03A-0001   OBJECT OB140805           300.0 I       14:55:28 2014-06-10 02:25:13.0 2456818.6008 ccd140609.0034         [02:30:56.9
OSU-03A-0001   OBJECT OB141021            50.0 H       15:06:09 2014-06-10 02:35:51.5 2456818.6082 ir140609.0103          [02:36:59.4
OSU-03A-0001   OBJECT OB141021            50.0 H       15:07:15 2014-06-10 02:36:57.4 2456818.6090 ir140609.0104          [02:38:03.7
OSU-03A-0001   OBJECT OB141021            50.0 H       15:08:21 2014-06-10 02:38:03.5 2456818.6098 ir140609.0105          [02:39:10.8
OSU-03A-0001   OBJECT OB141021            50.0 H       15:09:27 2014-06-10 02:39:09.5 2456818.6105 ir140609.0106          [02:40:15.7
OSU-03A-0001   OBJECT OB141021            50.0 H       15:10:33 2014-06-10 02:40:15.4 2456818.6113 ir140609.0107          [02:41:22.9
OSU-03A-0001   OBJECT OB141021           300.0 I       15:06:11 2014-06-10 02:35:54.1 2456818.6083 ccd140609.0035         [02:41:37.8
OSU-03A-0001   OBJECT OB140807            50.0 H       15:13:49 2014-06-10 02:43:30.8 2456818.6135 ir140609.0108          [02:44:38.6
OSU-03A-0001   OBJECT OB140807            50.0 H       15:14:55 2014-06-10 02:44:36.6 2456818.6143 ir140609.0109          [02:45:43.0
OSU-03A-0001   OBJECT OB140807            50.0 H       15:16:02 2014-06-10 02:45:42.8 2456818.6151 ir140609.0110          [02:46:50.0
OSU-03A-0001   OBJECT OB140807            50.0 H       15:17:08 2014-06-10 02:46:49.1 2456818.6158 ir140609.0111          [02:47:55.4
OSU-03A-0001   OBJECT OB140807            50.0 H       15:18:14 2014-06-10 02:47:55.1 2456818.6166 ir140609.0112          [02:49:02.4
OSU-03A-0001   OBJECT OB140807           300.0 I       15:13:52 2014-06-10 02:43:33.4 2456818.6136 ccd140609.0036         [02:49:17.3
OSU-03A-0001   OBJECT OB140772            50.0 H       15:23:19 2014-06-10 02:52:58.9 2456818.6201 ir140609.0113          [02:54:06.2
OSU-03A-0001   OBJECT OB140772            50.0 H       15:24:25 2014-06-10 02:54:04.8 2456818.6209 ir140609.0114          [02:55:11.1
OSU-03A-0001   OBJECT OB140772            50.0 H       15:25:31 2014-06-10 02:55:10.9 2456818.6217 ir140609.0115          [02:56:18.1
OSU-03A-0001   OBJECT OB140772            50.0 H       15:26:38 2014-06-10 02:56:17.3 2456818.6224 ir140609.0116          [02:57:24.4
OSU-03A-0001   OBJECT OB140772            50.0 H       15:27:45 2014-06-10 02:57:23.8 2456818.6232 ir140609.0117          [02:58:31.1
OSU-03A-0001   OBJECT OB140772           300.0 I       15:23:22 2014-06-10 02:53:01.5 2456818.6201 ccd140609.0037         [02:58:45.2
OSU-03A-0001   OBJECT OB140650            50.0 H       15:30:14 2014-06-10 02:59:52.7 2456818.6249 ir140609.0118          [03:01:00.5
OSU-03A-0001   OBJECT OB140650            50.0 H       15:31:20 2014-06-10 03:00:58.5 2456818.6257 ir140609.0119          [03:02:04.6
OSU-03A-0001   OBJECT OB140650            50.0 H       15:32:26 2014-06-10 03:02:04.4 2456818.6264 ir140609.0120          [03:03:13.6
OSU-03A-0001   OBJECT OB140650            50.0 H       15:33:32 2014-06-10 03:03:10.7 2456818.6272 ir140609.0121          [03:04:16.9
OSU-03A-0001   OBJECT OB140650            50.0 H       15:34:38 2014-06-10 03:04:16.4 2456818.6280 ir140609.0122          [03:05:24.5
OSU-03A-0001   OBJECT OB140650           300.0 I       15:30:16 2014-06-10 02:59:55.3 2456818.6249 ccd140609.0038         [03:05:39.0
NOAO-14A-0257  OBJECT PHR1408-6106       420.0 V       15:42:09 2014-06-10 03:11:45.7 2456818.6332 ccd140609.0039         [03:19:30.3
NOAO-14A-0257  OBJECT PHR1408-6106       420.0 V       15:49:57 2014-06-10 03:19:32.7 2456818.6386 ccd140609.0040         [03:27:16.5
NOAO-14A-0257  OBJECT PHR1408-6106       420.0 H       15:49:57 2014-06-10 03:19:32.7 2456818.6386 ccd140609.0040         [03:27:22.7
NOAO-14A-0257  OBJECT PHR1408-6106       420.0 V       15:57:46 2014-06-10 03:27:20.0 2456818.6440 ccd140609.0041         [03:35:03.9
NOAO-14A-0257  OBJECT PHR1408-6106       420.0 V       16:05:34 2014-06-10 03:35:06.6 2456818.6494 ccd140609.0042         [03:42:51.2
NOAO-14A-0257  OBJECT PHR1408-6106       420.0 V       16:13:22 2014-06-10 03:42:53.6 2456818.6548 ccd140609.0043         [03:50:37.3
NOAO-14A-0257  OBJECT PHR1408-6106       420.0 V       16:21:10 2014-06-10 03:50:40.2 2456818.6602 ccd140609.0044         [03:58:24.8
OSU-03A-0001   OBJECT OB140962            50.0 H       16:39:25 2014-06-10 04:08:52.5 2456818.6728 ir140609.0123          [04:09:58.6
OSU-03A-0001   OBJECT OB140962            50.0 H       16:40:31 2014-06-10 04:09:58.1 2456818.6736 ir140609.0124          [04:11:05.3
OSU-03A-0001   OBJECT OB140962            50.0 H       16:41:37 2014-06-10 04:11:04.2 2456818.6743 ir140609.0125          [04:12:10.5
OSU-03A-0001   OBJECT OB140962            50.0 H       16:42:43 2014-06-10 04:12:10.2 2456818.6751 ir140609.0126          [04:13:17.5
OSU-03A-0001   OBJECT OB140962            50.0 H       16:43:49 2014-06-10 04:13:16.1 2456818.6759 ir140609.0127          [04:14:22.2
OSU-03A-0001   OBJECT OB140962           300.0 I       16:39:28 2014-06-10 04:08:55.1 2456818.6729 ccd140609.0045         [04:14:39.6
OSU-03A-0001   OBJECT OB140962            50.0 H       16:45:17 2014-06-10 04:14:43.4 2456818.6769 ir140609.0128          [04:15:49.6
OSU-03A-0001   OBJECT OB140962            50.0 H       16:46:23 2014-06-10 04:15:49.2 2456818.6776 ir140609.0129          [04:16:57.0
OSU-03A-0001   OBJECT OB140962            50.0 H       16:47:29 2014-06-10 04:16:55.2 2456818.6784 ir140609.0130          [04:18:01.4
OSU-03A-0001   OBJECT OB140962            50.0 H       16:48:35 2014-06-10 04:18:01.2 2456818.6792 ir140609.0131          [04:19:08.5
OSU-03A-0001   OBJECT OB140962            50.0 H       16:49:41 2014-06-10 04:19:06.9 2456818.6799 ir140609.0132          [04:20:13.1
OSU-03A-0001   OBJECT OB140962           300.0 I       16:45:19 2014-06-10 04:14:46.0 2456818.6769 ccd140609.0046         [04:20:31.1
OSU-03A-0001   OBJECT OB140962            50.0 H       16:51:09 2014-06-10 04:20:34.6 2456818.6809 ir140609.0133          [04:21:41.0
