Project        ImType Object           ExpTime Filter  LST      UTDate     UTC        JD           Filename               [Logged@UT]
NOAO-14A-0410  OBJECT LCAR                 4.0 H+ND4   11:52:51 2014-06-14 23:03:25.2 2456823.4607 ir140614.0002          [23:04:02.4
NOAO-14A-0410  OBJECT LCAR                 4.0 H+ND4   11:53:28 2014-06-14 23:04:02.3 2456823.4611 ir140614.0003          [23:04:39.9
NOAO-14A-0410  OBJECT LCAR                 4.0 H+ND4   11:54:04 2014-06-14 23:04:38.9 2456823.4616 ir140614.0004          [23:05:15.6
NOAO-14A-0410  OBJECT LCAR                 4.0 H+ND4   11:54:41 2014-06-14 23:05:15.1 2456823.4620 ir140614.0005          [23:05:53.0
NOAO-14A-0410  OBJECT LCAR                 4.0 H+ND4   11:55:18 2014-06-14 23:05:51.9 2456823.4624 ir140614.0006          [23:06:28.5
NOAO-14A-0410  OBJECT LCAR                 4.0 H+ND4   11:55:54 2014-06-14 23:06:28.4 2456823.4628 ir140614.0007          [23:07:06.1
NOAO-14A-0410  OBJECT LCARLEFT            12.0 H       11:57:30 2014-06-14 23:08:04.2 2456823.4639 ir140614.0008          [23:09:04.7
NOAO-14A-0410  OBJECT LCARLEFT            12.0 H       11:58:31 2014-06-14 23:09:04.3 2456823.4646 ir140614.0009          [23:10:05.8
NOAO-14A-0410  OBJECT LCARLEFT            12.0 H       11:59:31 2014-06-14 23:10:04.8 2456823.4653 ir140614.0010          [23:11:05.4
NOAO-14A-0410  OBJECT LCARLEFT            12.0 H       12:00:32 2014-06-14 23:11:05.3 2456823.4660 ir140614.0011          [23:12:06.8
NOAO-14A-0410  OBJECT LCARLEFT            12.0 H       12:01:32 2014-06-14 23:12:05.5 2456823.4667 ir140614.0012          [23:13:06.1
NOAO-14A-0410  OBJECT LCARLEFT            12.0 H       12:02:33 2014-06-14 23:13:05.9 2456823.4674 ir140614.0013          [23:14:07.5
NOAO-14A-0410  OBJECT LCARLEFT            12.0 H       12:03:33 2014-06-14 23:14:06.3 2456823.4681 ir140614.0014          [23:15:07.0
NOAO-14A-0410  OBJECT LCARRIGHT            4.0 H       12:05:30 2014-06-14 23:16:02.4 2456823.4695 ir140614.0015          [23:16:40.0
NOAO-14A-0410  OBJECT LCARRIGHT            4.0 H       12:06:06 2014-06-14 23:16:38.6 2456823.4699 ir140614.0016          [23:17:15.3
NOAO-14A-0410  OBJECT LCARRIGHT            4.0 H       12:06:43 2014-06-14 23:17:15.3 2456823.4703 ir140614.0017          [23:17:52.9
NOAO-14A-0410  OBJECT LCARRIGHT            4.0 H       12:07:20 2014-06-14 23:17:52.1 2456823.4707 ir140614.0018          [23:18:29.0
NOAO-14A-0410  OBJECT LCARRIGHT            4.0 H       12:07:56 2014-06-14 23:18:28.5 2456823.4712 ir140614.0019          [23:19:07.0
NOAO-14A-0410  OBJECT LCARRIGHT            4.0 H       12:08:33 2014-06-14 23:19:04.9 2456823.4716 ir140614.0020          [23:19:41.5
NOAO-14A-0410  OBJECT LCARRIGHT            4.0 H       12:09:09 2014-06-14 23:19:41.3 2456823.4720 ir140614.0021          [23:20:19.9
NOAO-14A-0016  OBJECT WASP-19             30.0 V       12:13:38 2014-06-14 23:24:09.3 2456823.4751 ccd140614.0003         [23:25:23.1
NOAO-14A-0016  OBJECT WASP-19             30.0 V       12:14:55 2014-06-14 23:25:25.8 2456823.4760 ccd140614.0004         [23:26:40.5
NOAO-14A-0016  OBJECT WASP-19             30.0 V       12:16:11 2014-06-14 23:26:42.2 2456823.4769 ccd140614.0005         [23:27:56.1
NOAO-14A-0016  OBJECT WASP-19             30.0 V       12:17:28 2014-06-14 23:27:58.6 2456823.4778 ccd140614.0006         [23:29:13.2
NOAO-14A-0016  OBJECT WASP-19             30.0 V       12:18:45 2014-06-14 23:29:15.6 2456823.4787 ccd140614.0007         [23:30:29.5
NOAO-14A-0016  OBJECT WASP-19             30.0 V       12:20:02 2014-06-14 23:30:32.0 2456823.4795 ccd140614.0008         [23:31:46.7
CHILE-12B-0001 OBJECT V648 Car             5.0 B       12:23:50 2014-06-14 23:34:19.9 2456823.4822 ccd140614.0009         [23:35:08.7
CHILE-12B-0001 OBJECT V648 Car             5.0 V       12:24:47 2014-06-14 23:35:16.5 2456823.4828 ccd140614.0010         [23:36:06.1
CHILE-12B-0001 OBJECT V648 Car             3.0 R       12:25:45 2014-06-14 23:36:13.8 2456823.4835 ccd140614.0011         [23:37:00.7
CHILE-12B-0001 OBJECT V648 Car             2.0 I       12:26:42 2014-06-14 23:37:11.0 2456823.4842 ccd140614.0012         [23:37:57.5
YALE-08A-0001  OBJECT 1038-5311           30.1 J       12:31:18 2014-06-14 23:41:46.6 2456823.4874 ir140614.0022          [23:42:33.0
YALE-08A-0001  OBJECT 1038-5311           30.0 J       12:32:04 2014-06-14 23:42:32.5 2456823.4879 ir140614.0023          [23:43:20.4
YALE-08A-0001  OBJECT 1038-5311           30.0 J       12:32:50 2014-06-14 23:43:18.6 2456823.4884 ir140614.0024          [23:45:31.3
YALE-08A-0001  OBJECT 1038-5311          140.0 R       12:31:21 2014-06-14 23:41:49.1 2456823.4874 ccd140614.0013         [00:10:21.4
YALE-08A-0001  OBJECT 1038-5311           30.1 J       12:35:11 2014-06-14 23:45:38.9 2456823.4900 ir140614.0025          [00:10:22.6
YALE-08A-0001  OBJECT 1038-5311           30.1 J       12:35:57 2014-06-14 23:46:24.8 2456823.4906 ir140614.0026          [00:10:23.8
YALE-08A-0001  OBJECT 1038-5311           30.0 J       12:36:44 2014-06-14 23:47:11.0 2456823.4911 ir140614.0027          [00:10:25.1
YALE-08A-0001  OBJECT 1038-5311           30.0 J       12:37:30 2014-06-14 23:47:57.2 2456823.4916 ir140614.0028          [00:10:26.3
YALE-08A-0001  OBJECT 1038-5311          180.0 B       12:35:14 2014-06-14 23:45:41.5 2456823.4901 ccd140614.0014         [00:10:26.9
YALE-08A-0001  OBJECT 1057-6027           30.1 J       12:41:04 2014-06-14 23:51:30.7 2456823.4941 ir140614.0029          [00:11:11.3
YALE-08A-0001  OBJECT 1057-6027           30.0 J       12:41:50 2014-06-14 23:52:16.6 2456823.4946 ir140614.0030          [00:11:12.5
YALE-08A-0001  OBJECT 1057-6027           30.1 J       12:42:37 2014-06-14 23:53:03.1 2456823.4952 ir140614.0031          [00:11:13.6
YALE-08A-0001  OBJECT 1057-6027          140.0 R       12:41:06 2014-06-14 23:51:33.3 2456823.4941 ccd140614.0015         [00:11:14.4
YALE-08A-0001  OBJECT 1057-6027           30.1 J       12:44:17 2014-06-14 23:54:43.5 2456823.4963 ir140614.0032          [00:11:15.6
YALE-08A-0001  OBJECT 1057-6027           30.1 J       12:45:03 2014-06-14 23:55:29.5 2456823.4969 ir140614.0033          [00:11:16.8
YALE-08A-0001  OBJECT 1057-6027           30.0 J       12:45:50 2014-06-14 23:56:15.6 2456823.4974 ir140614.0034          [00:11:18.0
YALE-08A-0001  OBJECT 1057-6027           30.1 J       12:46:36 2014-06-14 23:57:01.8 2456823.4979 ir140614.0035          [00:11:19.2
YALE-08A-0001  OBJECT 1057-6027          180.0 B       12:44:20 2014-06-14 23:54:46.1 2456823.4964 ccd140614.0016         [00:11:19.9
YALE-08A-0001  OBJECT 1057-6027           30.1 J       12:51:22 2014-06-15 00:01:46.9 2456823.5012 ir140614.0036          [00:11:21.1
YALE-08A-0001  OBJECT 1057-6027           30.0 J       12:52:08 2014-06-15 00:02:32.8 2456823.5018 ir140614.0037          [00:11:22.2
YALE-08A-0001  OBJECT 1057-6027           30.0 J       12:52:54 2014-06-15 00:03:18.9 2456823.5023 ir140614.0038          [00:11:23.5
YALE-08A-0001  OBJECT 1057-6027          140.0 R       12:51:24 2014-06-15 00:01:49.4 2456823.5013 ccd140614.0017         [00:11:24.1
YALE-08A-0001  OBJECT 1057-6027           30.0 J       12:54:35 2014-06-15 00:04:59.5 2456823.5035 ir140614.0039          [00:11:25.3
YALE-08A-0001  OBJECT 1057-6027           30.0 J       12:55:21 2014-06-15 00:05:45.3 2456823.5040 ir140614.0040          [00:11:26.5
YALE-08A-0001  OBJECT 1057-6027           30.0 J       12:56:07 2014-06-15 00:06:31.5 2456823.5045 ir140614.0041          [00:11:27.8
YALE-08A-0001  OBJECT 1057-6027           30.1 J       12:56:54 2014-06-15 00:07:17.9 2456823.5051 ir140614.0042          [00:11:28.9
YALE-08A-0001  OBJECT 1057-6027          180.0 B       12:54:38 2014-06-15 00:05:02.2 2456823.5035 ccd140614.0018         [00:11:29.7
YALE-08A-0001  OBJECT 1057-6027           30.1 J       13:05:59 2014-06-15 00:16:22.2 2456823.5114 ir140614.0043          [00:17:09.5
YALE-08A-0001  OBJECT 1057-6027           30.0 J       13:06:45 2014-06-15 00:17:08.1 2456823.5119 ir140614.0044          [00:17:54.5
YALE-08A-0001  OBJECT 1057-6027           30.0 J       13:07:32 2014-06-15 00:17:54.3 2456823.5124 ir140614.0045          [00:18:41.6
YALE-08A-0001  OBJECT 1057-6027          140.0 R       13:06:02 2014-06-15 00:16:24.7 2456823.5114 ccd140614.0019         [00:20:21.4
CHILE-13B-0039 OBJECT X Cir              170.0 V       13:32:46 2014-06-15 00:43:04.1 2456823.5299 ccd140614.0021         [00:46:39.0
CHILE-13B-0039 OBJECT X Cir              340.0 V       13:36:27 2014-06-15 00:46:44.9 2456823.5325 ccd140614.0022         [00:53:08.7
GSU-03A-0006   OBJECT 1514-24             25.1 K       13:45:20 2014-06-15 00:55:36.5 2456823.5386 ir140614.0048          [00:56:18.9
GSU-03A-0006   OBJECT 1514-24             25.1 K       13:46:01 2014-06-15 00:56:17.4 2456823.5391 ir140614.0049          [00:57:42.0
GSU-03A-0006   OBJECT 1514-24             25.1 K       13:46:43 2014-06-15 00:56:58.6 2456823.5396 ir140614.0050          [00:57:43.6
GSU-03A-0006   OBJECT 1514-24             25.1 K       13:47:24 2014-06-15 00:57:39.7 2456823.5400 ir140614.0051          [00:58:21.1
GSU-03A-0006   OBJECT 1514-24            140.0 R       13:45:23 2014-06-15 00:55:39.2 2456823.5387 ccd140614.0023         [00:58:43.8
OSU-03A-0001   OBJECT OB141021            50.0 H       13:51:03 2014-06-15 01:01:18.5 2456823.5426 ir140614.0052          [01:03:08.0
OSU-03A-0001   OBJECT OB141021            50.0 H       13:52:09 2014-06-15 01:02:24.5 2456823.5433 ir140614.0053          [01:03:31.6
OSU-03A-0001   OBJECT OB141021            50.0 H       13:53:15 2014-06-15 01:03:30.4 2456823.5441 ir140614.0054          [01:04:36.8
OSU-03A-0001   OBJECT OB141021            50.0 H       13:54:22 2014-06-15 01:04:36.4 2456823.5449 ir140614.0055          [01:05:44.2
OSU-03A-0001   OBJECT OB141021            50.0 H       13:55:28 2014-06-15 01:05:42.2 2456823.5456 ir140614.0056          [01:06:48.5
OSU-03A-0001   OBJECT OB141021           300.0 I       13:51:06 2014-06-15 01:01:21.0 2456823.5426 ccd140614.0024         [01:07:05.9
OSU-03B-0001   OBJECT SDSS1322           150.0 J       13:59:15 2014-06-15 01:09:28.9 2456823.5482 ir140614.0057          [01:12:15.3
OSU-03B-0001   OBJECT SDSS1322           150.0 J       14:02:01 2014-06-15 01:12:14.7 2456823.5502 ir140614.0058          [01:15:02.0
OSU-03B-0001   OBJECT SDSS1322           300.0 R       13:59:17 2014-06-15 01:09:31.5 2456823.5483 ccd140614.0025         [01:15:15.3
OSU-03B-0001   OBJECT SDSS1322           150.0 J       14:04:48 2014-06-15 01:15:01.0 2456823.5521 ir140614.0059          [01:17:48.1
OSU-03B-0001   OBJECT SDSS1322           150.0 J       14:07:34 2014-06-15 01:17:47.1 2456823.5540 ir140614.0060          [01:21:16.6
OSU-03B-0001   OBJECT SDSS1322           300.0 R       14:05:05 2014-06-15 01:15:17.9 2456823.5523 ccd140614.0026         [01:21:17.7
OSU-03B-0001   OBJECT SDSS1322           150.0 J       14:10:21 2014-06-15 01:20:32.9 2456823.5559 ir140614.0061          [01:23:19.2
OSU-03B-0001   OBJECT SDSS1322           150.0 J       14:13:07 2014-06-15 01:23:18.9 2456823.5579 ir140614.0062          [01:26:06.2
OSU-03B-0001   OBJECT SDSS1322           300.0 R       14:10:50 2014-06-15 01:21:05.7 2456823.5563 ccd140614.0027         [01:27:42.3
ALL            OBJECT test                 5.0 J       15:55:53 2014-06-15 03:05:48.4 2456823.6290 ir140614.0065          [03:06:11.5
ALL            OBJECT test                 5.0 I       15:55:56 2014-06-15 03:05:50.8 2456823.6291 ccd140614.0029         [03:06:39.8
OSU-03A-0001   OBJECT OB141021            50.0 H       16:03:08 2014-06-15 03:13:01.5 2456823.6340 ir140614.0066          [03:14:09.4
OSU-03A-0001   OBJECT OB141021            50.0 H       16:04:14 2014-06-15 03:14:07.2 2456823.6348 ir140614.0067          [03:15:13.6
OSU-03A-0001   OBJECT OB141021            50.0 H       16:05:20 2014-06-15 03:15:13.4 2456823.6356 ir140614.0068          [03:16:20.9
OSU-03A-0001   OBJECT OB141021            50.0 H       16:06:26 2014-06-15 03:16:19.5 2456823.6363 ir140614.0069          [03:17:25.9
OSU-03A-0001   OBJECT OB141021            50.0 H       16:07:32 2014-06-15 03:17:25.2 2456823.6371 ir140614.0070          [03:18:32.8
OSU-03A-0001   OBJECT OB141021           300.0 I       16:03:11 2014-06-15 03:13:04.1 2456823.6341 ccd140614.0030         [03:18:47.9
OSU-03A-0001   OBJECT OB140772            50.0 H       16:11:55 2014-06-15 03:21:46.9 2456823.6401 ir140614.0071          [03:22:55.3
OSU-03A-0001   OBJECT OB140772            50.0 H       16:13:01 2014-06-15 03:22:52.8 2456823.6409 ir140614.0072          [03:23:59.0
OSU-03A-0001   OBJECT OB140772            50.0 H       16:14:07 2014-06-15 03:23:58.7 2456823.6417 ir140614.0073          [03:25:06.4
OSU-03A-0001   OBJECT OB140772            50.0 H       16:15:14 2014-06-15 03:25:05.4 2456823.6424 ir140614.0074          [03:26:11.8
OSU-03A-0001   OBJECT OB140772            50.0 H       16:16:20 2014-06-15 03:26:11.3 2456823.6432 ir140614.0075          [03:27:19.6
OSU-03A-0001   OBJECT OB140772           300.0 I       16:11:57 2014-06-15 03:21:49.5 2456823.6402 ccd140614.0031         [03:27:33.4
OSU-03A-0001   OBJECT OB141050            50.0 H       16:18:41 2014-06-15 03:28:32.4 2456823.6448 ir140614.0076          [03:29:40.2
OSU-03A-0001   OBJECT OB141050            50.0 H       16:19:47 2014-06-15 03:29:38.2 2456823.6456 ir140614.0077          [03:30:44.5
OSU-03A-0001   OBJECT OB141050            50.0 H       16:20:54 2014-06-15 03:30:44.3 2456823.6464 ir140614.0078          [03:31:51.9
OSU-03A-0001   OBJECT OB141050            50.0 H       16:22:00 2014-06-15 03:31:50.4 2456823.6471 ir140614.0079          [03:32:56.7
OSU-03A-0001   OBJECT OB141050            50.0 H       16:23:06 2014-06-15 03:32:56.2 2456823.6479 ir140614.0080          [03:34:03.8
OSU-03A-0001   OBJECT OB141050           300.0 I       16:18:44 2014-06-15 03:28:34.9 2456823.6448 ccd140614.0032         [03:34:18.7
OSU-03A-0001   OBJECT OB140500            50.0 H       16:25:35 2014-06-15 03:35:24.7 2456823.6496 ir140614.0081          [03:36:33.0
OSU-03A-0001   OBJECT OB140500            50.0 H       16:26:41 2014-06-15 03:36:30.5 2456823.6504 ir140614.0082          [03:37:36.9
OSU-03A-0001   OBJECT OB140500            50.0 H       16:27:47 2014-06-15 03:37:36.6 2456823.6511 ir140614.0083          [03:38:44.0
OSU-03A-0001   OBJECT OB140500            50.0 H       16:28:53 2014-06-15 03:38:42.7 2456823.6519 ir140614.0084          [03:39:49.1
OSU-03A-0001   OBJECT OB140500            50.0 H       16:29:59 2014-06-15 03:39:48.5 2456823.6527 ir140614.0085          [03:40:55.9
OSU-03A-0001   OBJECT OB140500           300.0 I       16:25:37 2014-06-15 03:35:27.3 2456823.6496 ccd140614.0033         [03:41:11.1
GSU-03A-0006   OBJECT j1644+2619          35.0 J       16:34:23 2014-06-15 03:44:11.5 2456823.6557 ir140614.0086          [03:45:04.0
GSU-03A-0006   OBJECT j1644+2619          35.0 J       16:35:14 2014-06-15 03:45:02.5 2456823.6563 ir140614.0087          [03:45:53.9
GSU-03A-0006   OBJECT j1644+2619          35.0 J       16:36:06 2014-06-15 03:45:54.0 2456823.6569 ir140614.0088          [03:46:46.5
GSU-03A-0006   OBJECT j1644+2619          35.0 J       16:36:57 2014-06-15 03:46:45.4 2456823.6575 ir140614.0089          [03:47:36.7
GSU-03A-0006   OBJECT j1644+2619         180.0 R       16:34:26 2014-06-15 03:44:14.1 2456823.6557 ccd140614.0034         [03:47:58.7
YALE-08A-0001  OBJECT 1610-6649           30.0 J       16:43:25 2014-06-15 03:53:12.6 2456823.6620 ir140614.0090          [03:53:59.0
YALE-08A-0001  OBJECT 1610-6649           30.1 J       16:44:12 2014-06-15 03:53:58.5 2456823.6625 ir140614.0091          [03:54:45.9
YALE-08A-0001  OBJECT 1610-6649           30.1 J       16:44:58 2014-06-15 03:54:44.7 2456823.6630 ir140614.0092          [03:55:31.1
YALE-08A-0001  OBJECT 1610-6649          140.0 R       16:43:28 2014-06-15 03:53:15.0 2456823.6620 ccd140614.0035         [03:56:19.6
YALE-08A-0001  OBJECT 1610-6649           30.1 J       16:46:39 2014-06-15 03:56:25.8 2456823.6642 ir140614.0093          [03:57:12.2
YALE-08A-0001  OBJECT 1610-6649           30.1 J       16:47:25 2014-06-15 03:57:11.7 2456823.6647 ir140614.0094          [03:57:59.1
YALE-08A-0001  OBJECT 1610-6649           30.0 J       16:48:12 2014-06-15 03:57:57.9 2456823.6653 ir140614.0095          [03:58:44.3
YALE-08A-0001  OBJECT 1610-6649           30.0 J       16:48:58 2014-06-15 03:58:44.1 2456823.6658 ir140614.0096          [03:59:31.5
YALE-08A-0001  OBJECT 1610-6649          180.0 B       16:46:42 2014-06-15 03:56:28.4 2456823.6642 ccd140614.0036         [04:00:12.3
NOAO-14A-0257  OBJECT Abell48            540.0 V       16:55:33 2014-06-15 04:05:18.4 2456823.6704 ccd140614.0037         [04:15:03.0
NOAO-14A-0257  OBJECT Abell48            540.0 V       17:05:22 2014-06-15 04:15:05.4 2456823.6771 ccd140614.0038         [04:24:49.2
NOAO-14A-0257  OBJECT Abell48            540.0 V       17:15:10 2014-06-15 04:24:52.0 2456823.6839 ccd140614.0039         [04:34:36.7
NOAO-14A-0257  OBJECT Abell48            540.0 V       17:24:59 2014-06-15 04:34:39.1 2456823.6907 ccd140614.0040         [04:44:23.0
NOAO-14A-0257  OBJECT Abell48            540.0 V       17:34:47 2014-06-15 04:44:25.5 2456823.6975 ccd140614.0041         [04:54:10.2
ALL            OBJECT focus                7.0 H       17:48:09 2014-06-15 04:57:45.0 2456823.7068 irfoco.0001            [04:58:08.1
ALL            OBJECT focus               10.0 V       17:48:11 2014-06-15 04:57:47.7 2456823.7068 ccdfoco.0001           [04:58:42.3
ALL            OBJECT focus                7.0 H       17:49:47 2014-06-15 04:59:23.7 2456823.7079 irfoco.0002            [04:59:46.8
ALL            OBJECT focus               10.0 V       17:49:50 2014-06-15 04:59:26.2 2456823.7080 ccdfoco.0002           [05:00:20.9
ALL            OBJECT focus                7.0 H       17:51:56 2014-06-15 05:01:32.2 2456823.7094 irfoco.0003            [05:01:55.4
ALL            OBJECT focus               10.0 V       17:51:59 2014-06-15 05:01:34.8 2456823.7094 ccdfoco.0003           [05:02:29.5
OSU-03A-0001   OBJECT OB140678            50.0 H       17:55:44 2014-06-15 05:05:19.1 2456823.7120 ir140614.0097          [05:06:25.3
OSU-03A-0001   OBJECT OB140678            50.0 H       17:56:50 2014-06-15 05:06:25.0 2456823.7128 ir140614.0098          [05:07:32.2
OSU-03A-0001   OBJECT OB140678            50.0 H       17:57:56 2014-06-15 05:07:30.9 2456823.7136 ir140614.0099          [05:08:37.2
OSU-03A-0001   OBJECT OB140678            50.0 H       17:59:02 2014-06-15 05:08:37.0 2456823.7143 ir140614.0100          [05:09:44.3
OSU-03A-0001   OBJECT OB140678            50.0 H       18:00:08 2014-06-15 05:09:42.8 2456823.7151 ir140614.0101          [05:10:49.1
OSU-03A-0001   OBJECT OB140678           300.0 I       17:55:46 2014-06-15 05:05:21.5 2456823.7121 ccd140614.0042         [05:11:06.2
OSU-03A-0001   OBJECT OB140866            50.0 H       18:02:16 2014-06-15 05:11:50.6 2456823.7166 ir140614.0102          [05:12:56.8
OSU-03A-0001   OBJECT OB140866            50.0 H       18:03:22 2014-06-15 05:12:56.5 2456823.7173 ir140614.0103          [05:14:03.6
OSU-03A-0001   OBJECT OB140866            50.0 H       18:04:29 2014-06-15 05:14:02.5 2456823.7181 ir140614.0104          [05:15:09.2
OSU-03A-0001   OBJECT OB140866            50.0 H       18:05:35 2014-06-15 05:15:09.1 2456823.7189 ir140614.0105          [05:16:16.4
OSU-03A-0001   OBJECT OB140866            50.0 H       18:06:42 2014-06-15 05:16:15.1 2456823.7196 ir140614.0106          [05:17:21.3
OSU-03A-0001   OBJECT OB140866           300.0 I       18:02:19 2014-06-15 05:11:53.0 2456823.7166 ccd140614.0043         [05:17:37.6
OSU-03A-0001   OBJECT OB140923            50.0 H       18:09:04 2014-06-15 05:18:36.7 2456823.7213 ir140614.0107          [05:19:43.0
OSU-03A-0001   OBJECT OB140923            50.0 H       18:10:10 2014-06-15 05:19:42.5 2456823.7220 ir140614.0108          [05:20:49.7
OSU-03A-0001   OBJECT OB140923            50.0 H       18:11:17 2014-06-15 05:20:49.5 2456823.7228 ir140614.0109          [05:21:55.8
OSU-03A-0001   OBJECT OB140923            50.0 H       18:12:23 2014-06-15 05:21:55.6 2456823.7236 ir140614.0110          [05:23:03.4
OSU-03A-0001   OBJECT OB140923            50.0 H       18:13:29 2014-06-15 05:23:01.4 2456823.7243 ir140614.0111          [05:24:07.5
OSU-03A-0001   OBJECT OB140923           300.0 I       18:09:06 2014-06-15 05:18:39.4 2456823.7213 ccd140614.0044         [05:24:24.0
OSU-03A-0001   OBJECT OB140896            50.0 H       18:16:01 2014-06-15 05:25:33.3 2456823.7261 ir140614.0112          [05:26:39.5
OSU-03A-0001   OBJECT OB140896            50.0 H       18:17:07 2014-06-15 05:26:39.0 2456823.7269 ir140614.0113          [05:27:46.4
OSU-03A-0001   OBJECT OB140896            50.0 H       18:18:14 2014-06-15 05:27:45.0 2456823.7276 ir140614.0114          [05:28:51.3
OSU-03A-0001   OBJECT OB140896            50.0 H       18:19:20 2014-06-15 05:28:51.1 2456823.7284 ir140614.0115          [05:29:59.0
OSU-03A-0001   OBJECT OB140896            50.0 H       18:20:26 2014-06-15 05:29:57.0 2456823.7291 ir140614.0116          [05:31:03.2
OSU-03A-0001   OBJECT OB140896           300.0 I       18:16:04 2014-06-15 05:25:35.8 2456823.7261 ccd140614.0045         [05:31:21.0
OSU-03A-0001   OBJECT MB14275             50.0 H       18:22:18 2014-06-15 05:31:49.3 2456823.7304 ir140614.0117          [05:32:55.5
OSU-03A-0001   OBJECT MB14275             50.0 H       18:23:24 2014-06-15 05:32:54.9 2456823.7312 ir140614.0118          [05:34:02.2
OSU-03A-0001   OBJECT MB14275             50.0 H       18:24:30 2014-06-15 05:34:00.8 2456823.7320 ir140614.0119          [05:35:07.2
OSU-03A-0001   OBJECT MB14275             50.0 H       18:25:37 2014-06-15 05:35:06.9 2456823.7327 ir140614.0120          [05:36:14.1
OSU-03A-0001   OBJECT MB14275             50.0 H       18:26:43 2014-06-15 05:36:12.6 2456823.7335 ir140614.0121          [05:37:18.9
OSU-03A-0001   OBJECT MB14275            300.0 I       18:22:21 2014-06-15 05:31:51.8 2456823.7305 ccd140614.0046         [05:37:36.5
GSU-03A-0006   OBJECT 1622-297            35.0 H       18:29:46 2014-06-15 05:39:15.7 2456823.7356 ir140614.0122          [05:40:07.3
GSU-03A-0006   OBJECT 1622-297            35.0 H       18:30:37 2014-06-15 05:40:06.9 2456823.7362 ir140614.0123          [05:40:59.2
GSU-03A-0006   OBJECT 1622-297            35.0 H       18:31:28 2014-06-15 05:40:57.8 2456823.7368 ir140614.0124          [05:41:49.2
GSU-03A-0006   OBJECT 1622-297            35.0 H       18:32:20 2014-06-15 05:41:49.0 2456823.7374 ir140614.0125          [05:42:41.3
GSU-03A-0006   OBJECT 1622-297           180.0 R       18:29:48 2014-06-15 05:39:18.2 2456823.7356 ccd140614.0047         [05:43:02.0
CHILE-13B-0039 OBJECT OY Ara             160.0 V       18:36:03 2014-06-15 05:45:31.9 2456823.7400 ccd140614.0048         [05:48:56.6
