Project        ImType Object           ExpTime Filter  LST      UTDate     UTC        JD           Filename               [Logged@UT]
CHILE-13B-0039 OBJECT OY Ara              80.0 V       18:39:35 2014-06-15 05:49:02.7 2456823.7424 ccd140614.0049         [05:51:06.5
OSU-03A-0001   OBJECT OB140419            50.0 H       18:43:53 2014-06-15 05:53:20.2 2456823.7454 ir140614.0126          [05:54:28.0
OSU-03A-0001   OBJECT OB140419            50.0 H       18:44:59 2014-06-15 05:54:26.0 2456823.7461 ir140614.0127          [05:55:32.3
OSU-03A-0001   OBJECT OB140419            50.0 H       18:46:05 2014-06-15 05:55:32.0 2456823.7469 ir140614.0128          [05:56:39.8
OSU-03A-0001   OBJECT OB140419            50.0 H       18:47:12 2014-06-15 05:56:38.6 2456823.7477 ir140614.0129          [05:57:44.7
OSU-03A-0001   OBJECT OB140419            50.0 H       18:48:18 2014-06-15 05:57:44.3 2456823.7484 ir140614.0130          [05:58:52.4
OSU-03A-0001   OBJECT OB140419           300.0 I       18:43:55 2014-06-15 05:53:22.6 2456823.7454 ccd140614.0050         [05:59:06.4
OSU-03A-0001   OBJECT OB140471            50.0 H       18:50:39 2014-06-15 06:00:05.7 2456823.7501 ir140614.0131          [06:01:13.6
OSU-03A-0001   OBJECT OB140471            50.0 H       18:51:46 2014-06-15 06:01:11.5 2456823.7508 ir140614.0132          [06:02:17.8
OSU-03A-0001   OBJECT OB140471            50.0 H       18:52:52 2014-06-15 06:02:17.6 2456823.7516 ir140614.0133          [06:03:25.1
OSU-03A-0001   OBJECT OB140471            50.0 H       18:53:58 2014-06-15 06:03:23.5 2456823.7524 ir140614.0134          [06:04:29.8
OSU-03A-0001   OBJECT OB140471            50.0 H       18:55:04 2014-06-15 06:04:29.3 2456823.7531 ir140614.0135          [06:05:36.6
OSU-03A-0001   OBJECT OB140471           300.0 I       18:50:42 2014-06-15 06:00:08.2 2456823.7501 ccd140614.0051         [06:05:52.0
OSU-03A-0001   OBJECT OB140962            50.0 H       18:56:58 2014-06-15 06:06:22.9 2456823.7544 ir140614.0136          [06:07:30.8
OSU-03A-0001   OBJECT OB140962            50.0 H       18:58:04 2014-06-15 06:07:28.8 2456823.7552 ir140614.0137          [06:08:35.0
OSU-03A-0001   OBJECT OB140962            50.0 H       18:59:10 2014-06-15 06:08:34.8 2456823.7560 ir140614.0138          [06:09:42.1
OSU-03A-0001   OBJECT OB140962            50.0 H       19:00:17 2014-06-15 06:09:41.4 2456823.7567 ir140614.0139          [06:10:47.6
OSU-03A-0001   OBJECT OB140962            50.0 H       19:01:23 2014-06-15 06:10:47.1 2456823.7575 ir140614.0140          [06:11:54.4
OSU-03A-0001   OBJECT OB140962           300.0 I       18:57:00 2014-06-15 06:06:25.3 2456823.7545 ccd140614.0052         [06:12:09.1
YALE-08A-0001  OBJECT 1931+0938           30.0 J       19:04:36 2014-06-15 06:14:00.3 2456823.7597 ir140614.0141          [06:14:47.7
YALE-08A-0001  OBJECT 1931+0938           30.1 J       19:05:22 2014-06-15 06:14:46.2 2456823.7603 ir140614.0142          [06:15:32.6
YALE-08A-0001  OBJECT 1931+0938           30.0 J       19:06:09 2014-06-15 06:15:32.6 2456823.7608 ir140614.0143          [06:16:19.9
YALE-08A-0001  OBJECT 1931+0938          140.0 R       19:04:39 2014-06-15 06:14:02.9 2456823.7598 ccd140614.0053         [06:17:06.7
YALE-08A-0001  OBJECT 1931+0938           30.0 J       19:07:50 2014-06-15 06:17:13.2 2456823.7620 ir140614.0144          [06:18:00.6
YALE-08A-0001  OBJECT 1931+0938           30.1 J       19:08:36 2014-06-15 06:17:59.2 2456823.7625 ir140614.0145          [06:18:45.5
YALE-08A-0001  OBJECT 1931+0938           30.1 J       19:09:22 2014-06-15 06:18:45.4 2456823.7630 ir140614.0146          [06:19:32.6
YALE-08A-0001  OBJECT 1931+0938           30.1 J       19:10:09 2014-06-15 06:19:31.5 2456823.7636 ir140614.0147          [06:20:17.8
YALE-08A-0001  OBJECT 1931+0938          180.0 B       19:07:52 2014-06-15 06:17:15.8 2456823.7620 ccd140614.0054         [06:21:00.4
SUNY-04A-0011  OBJECT V745 Sco             4.0 J       19:13:52 2014-06-15 06:23:14.6 2456823.7662 ir140614.0148          [06:23:34.9
SUNY-04A-0011  OBJECT V745 Sco             4.0 J       19:14:12 2014-06-15 06:23:34.6 2456823.7664 ir140614.0149          [06:23:56.5
SUNY-04A-0011  OBJECT V745 Sco             4.0 J       19:14:33 2014-06-15 06:23:55.1 2456823.7666 ir140614.0150          [06:24:15.5
SUNY-04A-0011  OBJECT V745 Sco            15.0 I       19:13:55 2014-06-15 06:23:17.1 2456823.7662 ccd140614.0055         [06:24:17.4
SUNY-04A-0011  OBJECT V745 Sco             4.0 H       19:15:02 2014-06-15 06:24:24.1 2456823.7670 ir140614.0151          [06:25:27.5
SUNY-04A-0011  OBJECT V745 Sco             4.0 H       19:15:22 2014-06-15 06:24:44.0 2456823.7672 ir140614.0152          [06:25:30.0
SUNY-04A-0011  OBJECT V745 Sco             4.0 H       19:15:22 2014-06-15 06:24:44.0 2456823.7672 ir140614.0153          [06:25:34.2
SUNY-04A-0011  OBJECT V745 Sco            31.0 B       19:15:04 2014-06-15 06:24:26.6 2456823.7670 ccd140614.0056         [06:25:42.2
SUNY-04A-0011  OBJECT V745 Sco             4.0 K       19:16:26 2014-06-15 06:25:48.1 2456823.7679 ir140614.0154          [06:26:51.6
SUNY-04A-0011  OBJECT V745 Sco             4.0 K       19:16:46 2014-06-15 06:26:08.1 2456823.7682 ir140614.0155          [06:26:54.1
SUNY-04A-0011  OBJECT V745 Sco             4.0 K       19:16:46 2014-06-15 06:26:08.1 2456823.7682 ir140614.0156          [06:26:57.9
SUNY-04A-0011  OBJECT V745 Sco            31.0 V       19:16:29 2014-06-15 06:25:50.7 2456823.7679 ccd140614.0057         [06:27:06.6
SUNY-04A-0011  OBJECT V745 Sco             4.0 K       19:17:50 2014-06-15 06:27:11.7 2456823.7689 ir140614.0157          [06:28:15.1
SUNY-04A-0011  OBJECT V745 Sco             4.0 K       19:18:10 2014-06-15 06:27:31.5 2456823.7691 ir140614.0158          [06:28:19.2
SUNY-04A-0011  OBJECT V745 Sco             4.0 K       19:18:10 2014-06-15 06:27:31.5 2456823.7691 ir140614.0159          [06:28:21.5
SUNY-04A-0011  OBJECT V745 Sco            10.0 R       19:17:52 2014-06-15 06:27:14.2 2456823.7689 ccd140614.0058         [06:29:33.3
YALE-03A-0001  OBJECT GX339-4             30.0 K       19:40:34 2014-06-15 06:49:51.8 2456823.7846 ir140614.0160          [06:50:39.4
YALE-03A-0001  OBJECT GX339-4             30.0 K       19:41:20 2014-06-15 06:50:37.9 2456823.7852 ir140614.0161          [06:51:24.2
YALE-03A-0001  OBJECT GX339-4             30.0 K       19:42:07 2014-06-15 06:51:24.3 2456823.7857 ir140614.0162          [06:52:11.7
YALE-03A-0001  OBJECT GX339-4             30.0 K       19:42:53 2014-06-15 06:52:10.5 2456823.7862 ir140614.0163          [06:53:40.0
YALE-03A-0001  OBJECT GX339-4            180.0 B       19:40:36 2014-06-15 06:49:54.4 2456823.7847 ccd140614.0060         [06:53:43.5
YALE-03A-0001  OBJECT GX339-4             30.1 K       19:43:39 2014-06-15 06:52:56.3 2456823.7868 ir140614.0164          [06:53:45.0
YALE-03A-0001  OBJECT GX339-4             30.1 J       19:44:34 2014-06-15 06:53:51.0 2456823.7874 ir140614.0165          [06:54:38.4
YALE-03A-0001  OBJECT GX339-4             30.0 J       19:45:20 2014-06-15 06:54:37.0 2456823.7879 ir140614.0166          [06:56:06.5
YALE-03A-0001  OBJECT GX339-4             30.0 J       19:46:07 2014-06-15 06:55:23.8 2456823.7885 ir140614.0167          [06:56:11.3
YALE-03A-0001  OBJECT GX339-4             30.1 J       19:46:53 2014-06-15 06:56:10.1 2456823.7890 ir140614.0168          [06:56:56.5
YALE-03A-0001  OBJECT GX339-4             30.1 J       19:47:39 2014-06-15 06:56:56.3 2456823.7895 ir140614.0169          [06:57:43.5
YALE-03A-0001  OBJECT GX339-4             30.0 J       19:48:26 2014-06-15 06:57:42.5 2456823.7901 ir140614.0170          [06:58:28.8
YALE-03A-0001  OBJECT GX339-4             30.0 J       19:48:26 2014-06-15 06:57:42.5 2456823.7901 ir140614.0171          [06:59:25.8
YALE-03A-0001  OBJECT GX339-4            300.0 V       19:44:36 2014-06-15 06:53:53.5 2456823.7874 ccd140614.0061         [07:01:13.6
ALL            OBJECT test                 5.0 H       20:07:31 2014-06-15 07:16:44.3 2456823.8033 ir140614.0173          [07:17:06.8
ALL            OBJECT test                 5.0 V       20:07:33 2014-06-15 07:16:46.8 2456823.8033 ccd140614.0062         [07:17:35.7
OSU-03A-0001   OBJECT OB141049            50.0 H       20:08:48 2014-06-15 07:18:01.3 2456823.8042 ir140614.0174          [07:19:08.6
OSU-03A-0001   OBJECT OB141049            50.0 H       20:09:54 2014-06-15 07:19:07.2 2456823.8049 ir140614.0175          [07:20:13.6
OSU-03A-0001   OBJECT OB141049            50.0 H       20:11:00 2014-06-15 07:20:13.4 2456823.8057 ir140614.0176          [07:21:20.8
OSU-03A-0001   OBJECT OB141049            50.0 H       20:12:07 2014-06-15 07:21:19.7 2456823.8065 ir140614.0177          [07:22:26.1
OSU-03A-0001   OBJECT OB141049            50.0 H       20:13:13 2014-06-15 07:22:25.6 2456823.8073 ir140614.0178          [07:23:32.9
OSU-03A-0001   OBJECT OB141049           300.0 I       20:08:50 2014-06-15 07:18:03.9 2456823.8042 ccd140614.0063         [07:23:47.7
OSU-03A-0001   OBJECT OB140987            50.0 H       20:15:11 2014-06-15 07:24:23.5 2456823.8086 ir140614.0179          [07:25:30.8
OSU-03A-0001   OBJECT OB140987            50.0 H       20:16:18 2014-06-15 07:25:29.9 2456823.8094 ir140614.0180          [07:26:36.3
OSU-03A-0001   OBJECT OB140987            50.0 H       20:17:24 2014-06-15 07:26:36.3 2456823.8101 ir140614.0181          [07:27:43.6
OSU-03A-0001   OBJECT OB140987            50.0 H       20:18:31 2014-06-15 07:27:42.7 2456823.8109 ir140614.0182          [07:28:49.2
OSU-03A-0001   OBJECT OB140987            50.0 H       20:19:37 2014-06-15 07:28:48.7 2456823.8117 ir140614.0183          [07:29:55.9
OSU-03A-0001   OBJECT OB140987           300.0 I       20:15:14 2014-06-15 07:24:26.2 2456823.8086 ccd140614.0064         [07:30:10.0
OSU-03A-0001   OBJECT OB140914            50.0 H       20:21:53 2014-06-15 07:31:04.2 2456823.8133 ir140614.0184          [07:32:11.5
OSU-03A-0001   OBJECT OB140914            50.0 H       20:22:59 2014-06-15 07:32:10.1 2456823.8140 ir140614.0185          [07:33:16.5
OSU-03A-0001   OBJECT OB140914            50.0 H       20:24:05 2014-06-15 07:33:16.4 2456823.8148 ir140614.0186          [07:34:23.6
OSU-03A-0001   OBJECT OB140914            50.0 H       20:25:12 2014-06-15 07:34:22.4 2456823.8155 ir140614.0187          [07:35:28.7
OSU-03A-0001   OBJECT OB140914            50.0 H       20:26:18 2014-06-15 07:35:28.2 2456823.8163 ir140614.0188          [07:36:35.8
OSU-03A-0001   OBJECT OB140914           300.0 I       20:21:56 2014-06-15 07:31:06.9 2456823.8133 ccd140614.0065         [07:36:50.7
LSU-11B-0003   OBJECT V3890 Sgr          100.0 J       20:29:56 2014-06-15 07:39:05.5 2456823.8188 ir140614.0189          [07:41:02.7
LSU-11B-0003   OBJECT V3890 Sgr          100.0 J       20:31:52 2014-06-15 07:41:01.4 2456823.8202 ir140614.0190          [07:42:57.6
LSU-11B-0003   OBJECT V3890 Sgr          200.0 R       20:29:58 2014-06-15 07:39:08.0 2456823.8188 ccd140614.0066         [07:43:12.6
LSU-14A-0001   OBJECT V1017 Sgr           60.0 J       20:34:45 2014-06-15 07:43:54.0 2456823.8222 ir140614.0191          [07:48:23.1
LSU-14A-0001   OBJECT V1017 Sgr          300.0 V       20:34:47 2014-06-15 07:43:56.5 2456823.8222 ccd140614.0067         [07:49:41.1
CHILE-13B-0039 OBJECT V363 Sgr           260.0 V       20:42:31 2014-06-15 07:51:39.2 2456823.8275 ccd140614.0068         [07:56:43.0
CHILE-13B-0039 OBJECT V363 Sgr           130.0 V       20:47:43 2014-06-15 07:56:50.2 2456823.8311 ccd140614.0069         [07:59:45.3
YALE-08A-0001  OBJECT 3C454.3             30.0 J       20:53:02 2014-06-15 08:02:08.3 2456823.8348 ir140614.0192          [08:02:55.0
YALE-08A-0001  OBJECT 3C454.3             30.1 J       20:53:48 2014-06-15 08:02:54.5 2456823.8354 ir140614.0193          [08:03:42.5
YALE-08A-0001  OBJECT 3C454.3             70.0 R       20:53:05 2014-06-15 08:02:10.9 2456823.8349 ccd140614.0070         [08:04:47.9
YALE-08A-0001  OBJECT 3C454.3             30.0 J       20:54:35 2014-06-15 08:03:41.2 2456823.8359 ir140614.0194          [08:04:49.4
YALE-08A-0001  OBJECT 3C454.3             30.0 J       20:54:35 2014-06-15 08:03:41.2 2456823.8359 ir140614.0195          [08:06:06.4
YALE-08A-0001  OBJECT 3C454.3             30.0 J       20:56:17 2014-06-15 08:05:22.8 2456823.8371 ir140614.0196          [08:06:10.2
YALE-08A-0001  OBJECT 3C454.3             30.0 K       20:57:12 2014-06-15 08:06:17.1 2456823.8377 ir140614.0197          [08:07:46.6
YALE-08A-0001  OBJECT 3C454.3             30.0 K       20:57:58 2014-06-15 08:07:03.2 2456823.8382 ir140614.0198          [08:07:50.5
YALE-08A-0001  OBJECT 3C454.3             90.0 B       20:57:14 2014-06-15 08:06:19.7 2456823.8377 ccd140614.0071         [08:09:26.2
YALE-08A-0001  OBJECT 2142-75             30.1 J       21:21:04 2014-06-15 08:30:05.9 2456823.8542 ir140614.0201          [08:30:53.4
YALE-08A-0001  OBJECT 2142-75             30.0 J       21:21:50 2014-06-15 08:30:51.8 2456823.8548 ir140614.0202          [08:31:38.2
YALE-08A-0001  OBJECT 2142-75             70.0 R       21:21:07 2014-06-15 08:30:08.5 2456823.8543 ccd140614.0072         [08:32:03.2
YALE-08A-0001  OBJECT 2142-75             30.0 J       21:22:37 2014-06-15 08:31:37.8 2456823.8553 ir140614.0203          [08:32:24.3
YALE-08A-0001  OBJECT 2142-75             30.0 J       21:23:23 2014-06-15 08:32:23.9 2456823.8558 ir140614.0204          [08:33:11.8
YALE-08A-0001  OBJECT 2142-75             30.0 J       21:24:09 2014-06-15 08:33:09.8 2456823.8564 ir140614.0205          [08:33:56.3
YALE-08A-0001  OBJECT 2142-75             30.1 K       21:25:03 2014-06-15 08:34:03.9 2456823.8570 ir140614.0206          [08:34:51.2
YALE-08A-0001  OBJECT 2142-75             30.0 K       21:25:49 2014-06-15 08:34:49.9 2456823.8575 ir140614.0207          [08:35:36.3
YALE-08A-0001  OBJECT 2142-75             90.0 B       21:25:05 2014-06-15 08:34:06.0 2456823.8570 ccd140614.0073         [08:36:20.5
YALE-08A-0001  OBJECT 2142-75             30.0 K       21:26:35 2014-06-15 08:35:36.2 2456823.8581 ir140614.0208          [08:36:22.5
YALE-08A-0001  OBJECT 2142-75             30.1 K       21:27:22 2014-06-15 08:36:22.4 2456823.8586 ir140614.0209          [08:37:10.0
YALE-08A-0001  OBJECT 2142-75             30.1 K       21:28:14 2014-06-15 08:37:14.4 2456823.8592 ir140614.0210          [08:38:00.8
YALE-08A-0001  OBJECT 2142-75             30.1 K       21:29:01 2014-06-15 08:38:01.2 2456823.8597 ir140614.0211          [08:38:48.4
YALE-08A-0001  OBJECT 2142-75             70.0 V       21:28:17 2014-06-15 08:37:16.9 2456823.8592 ccd140614.0074         [08:39:10.7
YALE-08A-0001  OBJECT 2142-75             30.1 K       21:29:47 2014-06-15 08:38:47.3 2456823.8603 ir140614.0212          [08:39:34.5
YALE-08A-0001  OBJECT 2142-75             30.1 K       21:30:33 2014-06-15 08:39:33.3 2456823.8608 ir140614.0213          [08:40:19.7
CHILE-06B-0288 OBJECT J2143              400.0 R       21:36:53 2014-06-15 08:45:51.7 2456823.8652 ccd140614.0075         [08:53:16.4
CHILE-06B-0288 OBJECT CT564              250.0 R       21:46:17 2014-06-15 08:55:14.4 2456823.8717 ccd140614.0076         [09:00:08.2
YALE-08A-0001  OBJECT 0131-522            30.0 J       21:54:43 2014-06-15 09:03:38.6 2456823.8775 ir140614.0214          [09:04:25.9
YALE-08A-0001  OBJECT 0131-522            30.0 J       21:55:29 2014-06-15 09:04:24.5 2456823.8781 ir140614.0215          [09:05:10.8
YALE-08A-0001  OBJECT 0131-522            30.1 J       21:56:15 2014-06-15 09:05:10.9 2456823.8786 ir140614.0216          [09:05:58.2
YALE-08A-0001  OBJECT 0131-522           140.0 R       21:54:45 2014-06-15 09:03:41.1 2456823.8776 ccd140614.0077         [09:06:44.9
YALE-08A-0001  OBJECT 0131-522            30.0 J       21:57:56 2014-06-15 09:06:51.6 2456823.8798 ir140614.0217          [09:07:39.1
YALE-08A-0001  OBJECT 0131-522            30.0 J       21:58:42 2014-06-15 09:07:37.4 2456823.8803 ir140614.0218          [09:08:23.6
YALE-08A-0001  OBJECT 0131-522            30.1 J       21:59:29 2014-06-15 09:08:23.7 2456823.8808 ir140614.0219          [09:09:10.9
YALE-08A-0001  OBJECT 0131-522            30.0 J       22:00:15 2014-06-15 09:09:10.1 2456823.8814 ir140614.0220          [09:09:56.5
YALE-08A-0001  OBJECT 0131-522           180.0 B       21:57:59 2014-06-15 09:06:54.1 2456823.8798 ccd140614.0078         [09:10:38.8
YALE-08A-0001  OBJECT 3C454.3             30.1 J       22:05:02 2014-06-15 09:13:56.5 2456823.8847 ir140614.0221          [09:14:42.8
YALE-08A-0001  OBJECT 3C454.3             30.0 J       22:05:48 2014-06-15 09:14:42.4 2456823.8852 ir140614.0222          [09:15:29.6
YALE-08A-0001  OBJECT 3C454.3             70.0 R       22:05:05 2014-06-15 09:13:59.1 2456823.8847 ccd140614.0079         [09:15:52.9
YALE-08A-0001  OBJECT 3C454.3             30.1 J       22:06:34 2014-06-15 09:15:28.5 2456823.8857 ir140614.0223          [09:16:15.8
YALE-08A-0001  OBJECT 3C454.3             30.0 J       22:07:21 2014-06-15 09:16:14.7 2456823.8863 ir140614.0224          [09:17:01.1
YALE-08A-0001  OBJECT 3C454.3             30.0 J       22:08:07 2014-06-15 09:17:00.6 2456823.8868 ir140614.0225          [09:17:48.1
YALE-08A-0001  OBJECT 3C454.3             30.0 K       22:09:01 2014-06-15 09:17:54.6 2456823.8874 ir140614.0226          [09:18:41.0
YALE-08A-0001  OBJECT 3C454.3             30.1 K       22:09:47 2014-06-15 09:18:40.6 2456823.8880 ir140614.0227          [09:19:28.0
YALE-08A-0001  OBJECT 3C454.3             90.0 B       22:09:03 2014-06-15 09:17:57.2 2456823.8875 ccd140614.0080         [09:20:10.9
YALE-08A-0001  OBJECT 3C454.3             30.0 K       22:10:33 2014-06-15 09:19:26.8 2456823.8885 ir140614.0228          [09:20:14.3
YALE-08A-0001  OBJECT 3C454.3             30.0 K       22:11:20 2014-06-15 09:20:13.1 2456823.8890 ir140614.0229          [09:20:59.5
YALE-08A-0001  OBJECT 3C454.3             30.0 K       22:12:11 2014-06-15 09:21:04.5 2456823.8896 ir140614.0230          [09:21:51.9
YALE-08A-0001  OBJECT 3C454.3             30.1 K       22:12:57 2014-06-15 09:21:50.5 2456823.8902 ir140614.0231          [09:22:36.9
YALE-08A-0001  OBJECT 3C454.3             70.0 V       22:12:14 2014-06-15 09:21:07.0 2456823.8897 ccd140614.0081         [09:23:01.5
YALE-08A-0001  OBJECT 3C454.3             30.0 K       22:13:44 2014-06-15 09:22:36.7 2456823.8907 ir140614.0232          [09:23:23.0
YALE-08A-0001  OBJECT 3C454.3             30.1 K       22:14:30 2014-06-15 09:23:22.8 2456823.8912 ir140614.0233          [09:24:10.2
