Project        ImType Object           ExpTime Filter  LST      UTDate     UTC        JD           Filename               [Logged@UT]
OSU-03A-0001   OBJECT MB140275           300.0 I       16:57:12 2014-06-09 04:30:32.8 2456817.6879 ccd140608.0042         [04:36:16.5
OSU-03A-0001   OBJECT MB140275            50.0 H       17:03:02 2014-06-09 04:36:21.2 2456817.6919 ir140608.0139          [04:37:28.5
OSU-03A-0001   OBJECT MB140275            50.0 H       17:04:08 2014-06-09 04:37:27.1 2456817.6927 ir140608.0140          [04:38:33.4
OSU-03A-0001   OBJECT MB140275            50.0 H       17:05:14 2014-06-09 04:38:33.6 2456817.6934 ir140608.0141          [04:39:40.8
OSU-03A-0001   OBJECT MB140275            50.0 H       17:06:21 2014-06-09 04:39:39.7 2456817.6942 ir140608.0142          [04:40:46.0
OSU-03A-0001   OBJECT MB140275            50.0 H       17:07:27 2014-06-09 04:40:45.6 2456817.6950 ir140608.0143          [04:41:52.9
OSU-03A-0001   OBJECT MB140275           300.0 I       17:03:04 2014-06-09 04:36:23.7 2456817.6919 ccd140608.0043         [04:42:07.4
OSU-03A-0001   OBJECT MB140275            50.0 H       17:08:53 2014-06-09 04:42:11.9 2456817.6960 ir140608.0144          [04:43:19.3
OSU-03A-0001   OBJECT MB140275            50.0 H       17:09:59 2014-06-09 04:43:17.9 2456817.6967 ir140608.0145          [04:44:24.2
OSU-03A-0001   OBJECT MB140275            50.0 H       17:09:59 2014-06-09 04:43:17.9 2456817.6967 ir140608.0146          [04:45:41.1
OSU-03A-0001   OBJECT MB140275            50.0 H       17:12:22 2014-06-09 04:45:39.9 2456817.6984 ir140608.0147          [04:46:46.2
OSU-03A-0001   OBJECT MB140275            50.0 H       17:13:28 2014-06-09 04:46:45.9 2456817.6991 ir140608.0148          [04:47:53.2
OSU-03A-0001   OBJECT MB140275           300.0 I       17:08:56 2014-06-09 04:42:14.5 2456817.6960 ccd140608.0044         [04:47:58.3
OSU-03A-0001   OBJECT MB140275            50.0 H       17:14:45 2014-06-09 04:48:02.8 2456817.7000 ir140608.0149          [04:49:10.1
OSU-03A-0001   OBJECT MB140275            50.0 H       17:15:51 2014-06-09 04:49:08.8 2456817.7008 ir140608.0150          [04:50:15.0
OSU-03A-0001   OBJECT MB140275            50.0 H       17:16:58 2014-06-09 04:50:15.6 2456817.7016 ir140608.0151          [04:51:22.8
OSU-03A-0001   OBJECT MB140275            50.0 H       17:18:05 2014-06-09 04:51:21.7 2456817.7023 ir140608.0152          [04:52:28.0
OSU-03A-0001   OBJECT MB140275            50.0 H       17:19:11 2014-06-09 04:52:27.5 2456817.7031 ir140608.0153          [04:53:34.8
OSU-03A-0001   OBJECT MB140275           300.0 I       17:14:48 2014-06-09 04:48:05.3 2456817.7001 ccd140608.0045         [04:53:49.0
OSU-03A-0001   OBJECT MB140275            50.0 H       17:20:40 2014-06-09 04:53:56.5 2456817.7041 ir140608.0154          [04:55:04.4
OSU-03A-0001   OBJECT MB140275            50.0 H       17:21:46 2014-06-09 04:55:02.4 2456817.7049 ir140608.0155          [04:56:08.7
OSU-03A-0001   OBJECT MB140275            50.0 H       17:22:52 2014-06-09 04:56:08.6 2456817.7056 ir140608.0156          [04:57:15.9
OSU-03A-0001   OBJECT MB140275            50.0 H       17:23:59 2014-06-09 04:57:14.9 2456817.7064 ir140608.0157          [04:58:21.2
OSU-03A-0001   OBJECT MB140275            50.0 H       17:25:05 2014-06-09 04:58:20.9 2456817.7072 ir140608.0158          [04:59:28.2
OSU-03A-0001   OBJECT MB140275           300.0 V       17:20:42 2014-06-09 04:53:59.0 2456817.7042 ccd140608.0046         [04:59:43.0
OSU-03A-0001   OBJECT OB140962            50.0 H       17:30:17 2014-06-09 05:03:32.5 2456817.7108 ir140608.0159          [05:04:40.4
OSU-03A-0001   OBJECT OB140962            50.0 H       17:31:23 2014-06-09 05:04:38.4 2456817.7116 ir140608.0160          [05:05:44.7
OSU-03A-0001   OBJECT OB140962            50.0 H       17:32:30 2014-06-09 05:05:44.6 2456817.7123 ir140608.0161          [05:06:51.8
OSU-03A-0001   OBJECT OB140962            50.0 H       17:33:36 2014-06-09 05:06:50.7 2456817.7131 ir140608.0162          [05:07:57.0
OSU-03A-0001   OBJECT OB140962            50.0 H       17:34:42 2014-06-09 05:07:56.7 2456817.7138 ir140608.0163          [05:09:04.0
OSU-03A-0001   OBJECT OB140962           300.0 I       17:30:20 2014-06-09 05:03:35.0 2456817.7108 ccd140608.0047         [05:09:18.7
OSU-03A-0001   OBJECT OB140874            50.0 H       17:39:13 2014-06-09 05:12:26.5 2456817.7170 ir140608.0164          [05:13:34.5
OSU-03A-0001   OBJECT OB140874            50.0 H       17:40:19 2014-06-09 05:13:32.5 2456817.7177 ir140608.0165          [05:14:38.8
OSU-03A-0001   OBJECT OB140874            50.0 H       17:41:25 2014-06-09 05:14:38.5 2456817.7185 ir140608.0166          [05:15:46.2
OSU-03A-0001   OBJECT OB140874            50.0 H       17:42:32 2014-06-09 05:15:44.8 2456817.7193 ir140608.0167          [05:16:51.1
OSU-03A-0001   OBJECT OB140874            50.0 H       17:43:38 2014-06-09 05:16:50.6 2456817.7200 ir140608.0168          [05:18:00.3
OSU-03A-0001   OBJECT OB140874           300.0 I       17:39:15 2014-06-09 05:12:29.0 2456817.7170 ccd140608.0048         [05:18:12.9
OSU-03A-0001   OBJECT OB140914            50.0 H       17:48:22 2014-06-09 05:21:34.0 2456817.7233 ir140608.0169          [05:22:43.5
OSU-03A-0001   OBJECT OB140914            50.0 H       17:49:28 2014-06-09 05:22:39.9 2456817.7241 ir140608.0170          [05:23:46.7
OSU-03A-0001   OBJECT OB140914            50.0 H       17:50:35 2014-06-09 05:23:46.6 2456817.7248 ir140608.0171          [05:24:53.8
OSU-03A-0001   OBJECT OB140914            50.0 H       17:51:41 2014-06-09 05:24:52.9 2456817.7256 ir140608.0172          [05:25:59.1
OSU-03A-0001   OBJECT OB140914            50.0 H       17:52:47 2014-06-09 05:25:58.8 2456817.7264 ir140608.0173          [05:27:06.2
OSU-03A-0001   OBJECT OB140914           300.0 I       17:48:24 2014-06-09 05:21:36.4 2456817.7233 ccd140608.0049         [05:27:20.2
OSU-03A-0001   OBJECT OB140289            50.0 H       17:57:33 2014-06-09 05:30:43.5 2456817.7297 ir140608.0174          [05:31:50.9
OSU-03A-0001   OBJECT OB140289            50.0 H       17:58:39 2014-06-09 05:31:49.5 2456817.7304 ir140608.0175          [05:32:55.8
OSU-03A-0001   OBJECT OB140289            50.0 H       17:59:45 2014-06-09 05:32:55.5 2456817.7312 ir140608.0176          [05:34:02.8
OSU-03A-0001   OBJECT OB140289            50.0 H       18:00:52 2014-06-09 05:34:01.8 2456817.7320 ir140608.0177          [05:35:08.1
OSU-03A-0001   OBJECT OB140289            50.0 H       18:01:58 2014-06-09 05:35:07.7 2456817.7327 ir140608.0178          [05:36:15.0
OSU-03A-0001   OBJECT OB140289           300.0 I       17:57:35 2014-06-09 05:30:45.9 2456817.7297 ccd140608.0050         [05:36:29.7
SUNY-04A-0011  OBJECT V1369 Cen            4.0 J       18:06:05 2014-06-09 05:39:14.5 2456817.7356 ir140608.0179          [05:39:35.7
SUNY-04A-0011  OBJECT V1369 Cen            4.0 J       18:06:25 2014-06-09 05:39:34.5 2456817.7358 ir140608.0180          [05:39:54.9
SUNY-04A-0011  OBJECT V1369 Cen            1.0 I       18:06:08 2014-06-09 05:39:17.0 2456817.7356 ccd140608.0051         [05:40:02.5
SUNY-04A-0011  OBJECT V1369 Cen            4.0 J       18:06:46 2014-06-09 05:39:54.7 2456817.7360 ir140608.0181          [05:40:15.1
SUNY-04A-0011  OBJECT V1369 Cen            4.0 H       18:07:13 2014-06-09 05:40:21.7 2456817.7364 ir140608.0182          [05:40:43.0
SUNY-04A-0011  OBJECT V1369 Cen            4.0 H       18:07:33 2014-06-09 05:40:41.9 2456817.7366 ir140608.0183          [05:41:02.2
SUNY-04A-0011  OBJECT V1369 Cen            1.0 B       18:07:15 2014-06-09 05:40:24.2 2456817.7364 ccd140608.0052         [05:41:09.8
SUNY-04A-0011  OBJECT V1369 Cen            4.0 H       18:07:53 2014-06-09 05:41:02.1 2456817.7368 ir140608.0184          [05:41:22.5
SUNY-04A-0011  OBJECT V1369 Cen            4.0 K       18:08:19 2014-06-09 05:41:28.1 2456817.7371 ir140608.0185          [05:41:50.0
SUNY-04A-0011  OBJECT V1369 Cen            4.0 K       18:08:39 2014-06-09 05:41:47.9 2456817.7374 ir140608.0186          [05:42:08.3
SUNY-04A-0011  OBJECT V1369 Cen            1.0 V       18:08:22 2014-06-09 05:41:30.5 2456817.7372 ccd140608.0053         [05:42:16.1
SUNY-04A-0011  OBJECT V1369 Cen            4.0 K       18:08:39 2014-06-09 05:41:47.9 2456817.7374 ir140608.0187          [05:42:38.4
SUNY-04A-0011  OBJECT V1369 Cen            4.0 K       18:09:35 2014-06-09 05:42:43.2 2456817.7380 ir140608.0188          [05:43:05.0
SUNY-04A-0011  OBJECT V1369 Cen            4.0 K       18:09:55 2014-06-09 05:43:03.0 2456817.7382 ir140608.0189          [05:43:23.3
SUNY-04A-0011  OBJECT V1369 Cen            0.5 R       18:09:37 2014-06-09 05:42:45.7 2456817.7380 ccd140608.0054         [05:43:30.7
SUNY-04A-0011  OBJECT V1369 Cen            4.0 K       18:10:15 2014-06-09 05:43:23.8 2456817.7385 ir140608.0190          [05:43:44.1
YALE-03A-0001  OBJECT GX339-4             30.0 K       18:12:46 2014-06-09 05:45:53.7 2456817.7402 ir140608.0191          [05:46:41.5
YALE-03A-0001  OBJECT GX339-4             30.0 K       18:13:31 2014-06-09 05:46:39.5 2456817.7407 ir140608.0192          [05:47:25.9
YALE-03A-0001  OBJECT GX339-4             30.1 K       18:14:18 2014-06-09 05:47:25.7 2456817.7413 ir140608.0193          [05:48:12.9
YALE-03A-0001  OBJECT GX339-4             30.0 K       18:15:05 2014-06-09 05:48:12.2 2456817.7418 ir140608.0194          [05:48:58.5
YALE-03A-0001  OBJECT GX339-4            180.0 B       18:12:48 2014-06-09 05:45:56.2 2456817.7402 ccd140608.0055         [05:49:40.7
YALE-03A-0001  OBJECT GX339-4             30.0 K       18:15:51 2014-06-09 05:48:58.1 2456817.7423 ir140608.0195          [05:49:44.5
YALE-03A-0001  OBJECT GX339-4             30.1 J       18:16:44 2014-06-09 05:49:51.1 2456817.7429 ir140608.0196          [05:50:38.4
YALE-03A-0001  OBJECT GX339-4             30.0 J       18:17:30 2014-06-09 05:50:37.2 2456817.7435 ir140608.0197          [05:51:23.5
YALE-03A-0001  OBJECT GX339-4             30.1 J       18:18:16 2014-06-09 05:51:23.4 2456817.7440 ir140608.0198          [05:52:10.7
YALE-03A-0001  OBJECT GX339-4             30.0 J       18:19:03 2014-06-09 05:52:09.7 2456817.7446 ir140608.0199          [05:52:56.0
YALE-03A-0001  OBJECT GX339-4             30.0 J       18:19:49 2014-06-09 05:52:55.7 2456817.7451 ir140608.0200          [05:53:42.9
YALE-03A-0001  OBJECT GX339-4             30.1 J       18:20:35 2014-06-09 05:53:42.0 2456817.7456 ir140608.0201          [05:54:28.3
YALE-03A-0001  OBJECT GX339-4             30.0 J       18:21:22 2014-06-09 05:54:28.2 2456817.7462 ir140608.0202          [05:55:15.6
YALE-03A-0001  OBJECT GX339-4            300.0 V       18:16:46 2014-06-09 05:49:53.5 2456817.7430 ccd140608.0056         [05:55:37.3
YALE-03A-0001  OBJECT GX339-4             30.0 J       18:22:08 2014-06-09 05:55:14.1 2456817.7467 ir140608.0203          [05:56:01.6
YALE-03A-0001  OBJECT GX339-4             30.0 H       18:23:02 2014-06-09 05:56:08.5 2456817.7473 ir140608.0204          [05:56:54.8
YALE-03A-0001  OBJECT GX339-4             30.0 H       18:23:48 2014-06-09 05:56:54.4 2456817.7478 ir140608.0205          [05:57:41.7
YALE-03A-0001  OBJECT GX339-4             30.1 H       18:24:34 2014-06-09 05:57:40.6 2456817.7484 ir140608.0206          [05:58:27.0
YALE-03A-0001  OBJECT GX339-4             30.0 H       18:25:21 2014-06-09 05:58:26.8 2456817.7489 ir140608.0207          [05:59:14.2
YALE-03A-0001  OBJECT GX339-4            180.0 I       18:23:05 2014-06-09 05:56:11.1 2456817.7473 ccd140608.0057         [05:59:54.9
YALE-03A-0001  OBJECT GX339-4             30.1 H       18:26:07 2014-06-09 05:59:12.8 2456817.7495 ir140608.0208          [06:00:00.2
CHILE-13B-0039 OBJECT V849 Oph           100.0 V       18:29:48 2014-06-09 06:02:53.1 2456817.7520 ccd140608.0058         [06:05:16.8
CHILE-13B-0039 OBJECT V849 Oph            50.0 V       18:32:19 2014-06-09 06:05:23.7 2456817.7538 ccd140608.0059         [06:06:58.2
CHILE-13B-0039 OBJECT V2572 Sgr           90.0 V       18:36:29 2014-06-09 06:09:33.1 2456817.7566 ccd140608.0060         [06:11:46.9
CHILE-13B-0039 OBJECT V2572 Sgr           45.0 V       18:38:50 2014-06-09 06:11:53.6 2456817.7583 ccd140608.0061         [06:13:23.2
YALE-03A-0001  OBJECT V4641               20.1 K       18:43:35 2014-06-09 06:16:38.3 2456817.7615 ir140608.0209          [06:17:57.8
YALE-03A-0001  OBJECT V4641               20.0 B       18:43:38 2014-06-09 06:16:40.9 2456817.7616 ccd140608.0062         [06:18:41.9
YALE-03A-0001  OBJECT V4641               20.1 K       18:44:11 2014-06-09 06:17:14.2 2456817.7620 ir140608.0210          [06:18:43.1
YALE-03A-0001  OBJECT V4641               20.1 K       18:44:48 2014-06-09 06:17:51.0 2456817.7624 ir140608.0211          [06:18:44.3
YALE-03A-0001  OBJECT V4641               20.1 K       18:44:48 2014-06-09 06:17:51.0 2456817.7624 ir140608.0212          [06:19:13.2
YALE-03A-0001  OBJECT V4641               20.1 K       18:46:10 2014-06-09 06:19:12.9 2456817.7633 ir140608.0213          [06:19:50.3
SUNY-04A-0011  OBJECT N Sgr 2014           4.0 J       18:57:05 2014-06-09 06:30:05.7 2456817.7709 ir140608.0214          [06:30:26.0
SUNY-04A-0011  OBJECT N Sgr 2014           4.0 J       18:57:25 2014-06-09 06:30:25.8 2456817.7711 ir140608.0215          [06:30:46.9
SUNY-04A-0011  OBJECT N Sgr 2014           4.0 J       18:57:45 2014-06-09 06:30:45.8 2456817.7714 ir140608.0216          [06:31:06.0
SUNY-04A-0011  OBJECT N Sgr 2014          15.0 I       18:57:08 2014-06-09 06:30:08.2 2456817.7709 ccd140608.0063         [06:31:07.9
SUNY-04A-0011  OBJECT N Sgr 2014           4.0 H       18:58:14 2014-06-09 06:31:14.9 2456817.7717 ir140608.0217          [06:31:35.1
SUNY-04A-0011  OBJECT N Sgr 2014           4.0 H       18:58:34 2014-06-09 06:31:34.5 2456817.7719 ir140608.0218          [06:31:55.7
SUNY-04A-0011  OBJECT N Sgr 2014           4.0 H       18:58:54 2014-06-09 06:31:54.5 2456817.7722 ir140608.0219          [06:32:58.0
SUNY-04A-0011  OBJECT N Sgr 2014          31.0 B       18:58:17 2014-06-09 06:31:17.4 2456817.7717 ccd140608.0064         [06:49:29.6
SUNY-04A-0011  OBJECT N Sgr 2014           4.0 K       19:00:05 2014-06-09 06:33:05.2 2456817.7730 ir140608.0220          [06:49:30.9
SUNY-04A-0011  OBJECT N Sgr 2014           4.0 K       19:00:25 2014-06-09 06:33:25.0 2456817.7732 ir140608.0221          [06:49:32.1
SUNY-04A-0011  OBJECT N Sgr 2014           4.0 K       19:00:45 2014-06-09 06:33:45.2 2456817.7734 ir140608.0222          [06:50:26.0
OSU-03A-0001   OBJECT OB140650            50.0 H       20:07:32 2014-06-09 07:40:21.2 2456817.8197 ir140608.0223          [07:41:28.6
OSU-03A-0001   OBJECT OB140650            50.0 H       20:08:38 2014-06-09 07:41:27.1 2456817.8204 ir140608.0224          [07:42:33.3
OSU-03A-0001   OBJECT OB140650            50.0 H       20:09:44 2014-06-09 07:42:33.0 2456817.8212 ir140608.0225          [07:43:40.4
OSU-03A-0001   OBJECT OB140650            50.0 H       20:10:50 2014-06-09 07:43:39.3 2456817.8220 ir140608.0226          [07:44:45.6
OSU-03A-0001   OBJECT OB140650            50.0 H       20:11:57 2014-06-09 07:44:45.2 2456817.8227 ir140608.0227          [07:45:52.7
OSU-03A-0001   OBJECT OB140650           300.0 I       20:07:34 2014-06-09 07:40:23.8 2456817.8197 ccd140608.0065         [07:46:07.6
OSU-03A-0001   OBJECT OB140964            50.0 H       20:15:30 2014-06-09 07:48:17.9 2456817.8252 ir140608.0228          [07:49:25.9
OSU-03A-0001   OBJECT OB140964            50.0 H       20:16:36 2014-06-09 07:49:23.9 2456817.8260 ir140608.0229          [07:50:30.3
OSU-03A-0001   OBJECT OB140964            50.0 H       20:17:42 2014-06-09 07:50:30.0 2456817.8267 ir140608.0230          [07:51:37.3
OSU-03A-0001   OBJECT OB140964            50.0 H       20:18:49 2014-06-09 07:51:35.9 2456817.8275 ir140608.0231          [07:52:42.3
OSU-03A-0001   OBJECT OB140964            50.0 H       20:19:55 2014-06-09 07:52:41.8 2456817.8283 ir140608.0232          [07:53:49.1
OSU-03A-0001   OBJECT OB140964           300.0 I       20:15:32 2014-06-09 07:48:19.9 2456817.8252 ccd140608.0066         [07:54:03.7
OSU-03A-0001   OBJECT OB140772            50.0 H       20:23:00 2014-06-09 07:55:47.1 2456817.8304 ir140608.0233          [07:56:54.9
OSU-03A-0001   OBJECT OB140772            50.0 H       20:24:06 2014-06-09 07:56:52.9 2456817.8312 ir140608.0234          [07:57:59.3
OSU-03A-0001   OBJECT OB140772            50.0 H       20:25:13 2014-06-09 07:57:59.2 2456817.8319 ir140608.0235          [07:59:06.7
OSU-03A-0001   OBJECT OB140772            50.0 H       20:26:19 2014-06-09 07:59:05.2 2456817.8327 ir140608.0236          [08:00:11.5
OSU-03A-0001   OBJECT OB140772            50.0 H       20:27:25 2014-06-09 08:00:10.9 2456817.8335 ir140608.0237          [08:01:21.0
OSU-03A-0001   OBJECT OB140772           300.0 I       20:23:03 2014-06-09 07:55:49.6 2456817.8304 ccd140608.0067         [08:01:33.4
OSU-03A-0001   OBJECT OB140494            50.0 H       20:30:17 2014-06-09 08:03:02.6 2456817.8355 ir140608.0238          [08:04:09.9
OSU-03A-0001   OBJECT OB140494            50.0 H       20:31:23 2014-06-09 08:04:08.5 2456817.8362 ir140608.0239          [08:05:14.8
OSU-03A-0001   OBJECT OB140494            50.0 H       20:32:30 2014-06-09 08:05:14.7 2456817.8370 ir140608.0240          [08:06:22.0
OSU-03A-0001   OBJECT OB140494            50.0 H       20:33:36 2014-06-09 08:06:20.9 2456817.8377 ir140608.0241          [08:07:27.2
OSU-03A-0001   OBJECT OB140494            50.0 H       20:34:42 2014-06-09 08:07:26.6 2456817.8385 ir140608.0242          [08:08:33.8
OSU-03A-0001   OBJECT OB140494           300.0 I       20:30:20 2014-06-09 08:03:05.0 2456817.8355 ccd140608.0068         [08:08:48.8
OSU-03A-0001   OBJECT OB140500            50.0 H       20:37:37 2014-06-09 08:10:21.1 2456817.8405 ir140608.0243          [08:11:28.4
OSU-03A-0001   OBJECT OB140500            50.0 H       20:38:43 2014-06-09 08:11:27.0 2456817.8413 ir140608.0244          [08:12:33.3
OSU-03A-0001   OBJECT OB140500            50.0 H       20:39:49 2014-06-09 08:12:33.1 2456817.8421 ir140608.0245          [08:13:40.4
OSU-03A-0001   OBJECT OB140500            50.0 H       20:40:56 2014-06-09 08:13:39.3 2456817.8428 ir140608.0246          [08:14:45.7
OSU-03A-0001   OBJECT OB140500            50.0 H       20:42:02 2014-06-09 08:14:45.2 2456817.8436 ir140608.0247          [08:15:52.5
OSU-03A-0001   OBJECT OB140500           300.0 I       20:37:39 2014-06-09 08:10:23.6 2456817.8405 ccd140608.0069         [08:16:07.5
YALE-08A-0001  OBJECT 2155-304            30.0 J       20:46:02 2014-06-09 08:18:44.9 2456817.8463 ir140608.0248          [08:19:32.2
YALE-08A-0001  OBJECT 2155-304            30.1 J       20:46:49 2014-06-09 08:19:31.6 2456817.8469 ir140608.0249          [08:20:18.0
YALE-08A-0001  OBJECT 2155-304            70.0 R       20:46:05 2014-06-09 08:18:47.6 2456817.8464 ccd140608.0070         [08:20:42.2
YALE-08A-0001  OBJECT 2155-304            30.0 J       20:47:35 2014-06-09 08:20:17.9 2456817.8474 ir140608.0250          [08:21:04.3
YALE-08A-0001  OBJECT 2155-304            30.0 J       20:48:22 2014-06-09 08:21:04.1 2456817.8480 ir140608.0251          [08:21:53.0
YALE-08A-0001  OBJECT 2155-304            30.0 J       20:49:08 2014-06-09 08:21:50.0 2456817.8485 ir140608.0252          [08:22:36.4
YALE-08A-0001  OBJECT 2155-304            30.1 K       20:50:02 2014-06-09 08:22:43.8 2456817.8491 ir140608.0253          [08:23:31.5
YALE-08A-0001  OBJECT 2155-304            30.0 K       20:50:48 2014-06-09 08:23:29.8 2456817.8497 ir140608.0254          [08:24:16.1
YALE-08A-0001  OBJECT 2155-304            90.0 B       20:50:04 2014-06-09 08:22:46.3 2456817.8492 ccd140608.0071         [08:25:00.8
YALE-08A-0001  OBJECT 2155-304            30.1 K       20:51:34 2014-06-09 08:24:16.0 2456817.8502 ir140608.0255          [08:25:02.8
YALE-08A-0001  OBJECT 2155-304            30.1 K       20:52:21 2014-06-09 08:25:02.7 2456817.8507 ir140608.0256          [08:25:50.0
YALE-08A-0001  OBJECT 2155-304            30.1 K       20:53:12 2014-06-09 08:25:54.2 2456817.8513 ir140608.0257          [08:26:40.5
YALE-08A-0001  OBJECT 2155-304            30.1 K       20:53:58 2014-06-09 08:26:40.1 2456817.8519 ir140608.0258          [08:27:27.3
YALE-08A-0001  OBJECT 2155-304            70.0 V       20:53:15 2014-06-09 08:25:56.8 2456817.8514 ccd140608.0072         [08:27:50.5
YALE-08A-0001  OBJECT 2155-304            30.1 K       20:54:45 2014-06-09 08:27:26.2 2456817.8524 ir140608.0259          [08:28:13.5
YALE-08A-0001  OBJECT 2155-304            30.0 K       20:55:31 2014-06-09 08:28:12.5 2456817.8529 ir140608.0260          [08:28:59.0
YALE-08A-0001  OBJECT 2326-502            30.1 J       20:58:06 2014-06-09 08:30:47.2 2456817.8547 ir140608.0261          [08:31:34.4
YALE-08A-0001  OBJECT 2326-502            30.0 J       20:58:52 2014-06-09 08:31:33.0 2456817.8552 ir140608.0262          [08:32:19.4
YALE-08A-0001  OBJECT 2326-502            30.0 J       20:59:38 2014-06-09 08:32:19.3 2456817.8558 ir140608.0263          [08:33:06.6
YALE-08A-0001  OBJECT 2326-502            30.1 J       21:00:25 2014-06-09 08:33:05.5 2456817.8563 ir140608.0264          [08:33:51.8
YALE-08A-0001  OBJECT 2326-502           140.0 R       20:58:09 2014-06-09 08:30:49.7 2456817.8547 ccd140608.0073         [08:33:54.8
YALE-08A-0001  OBJECT 2326-502            30.1 J       21:01:11 2014-06-09 08:33:51.4 2456817.8568 ir140608.0265          [08:34:37.9
YALE-08A-0001  OBJECT 2326-502            30.1 K       21:02:05 2014-06-09 08:34:45.1 2456817.8575 ir140608.0266          [08:35:32.4
YALE-08A-0001  OBJECT 2326-502            30.0 K       21:02:51 2014-06-09 08:35:31.7 2456817.8580 ir140608.0267          [08:36:18.0
YALE-08A-0001  OBJECT 2326-502            30.0 K       21:03:38 2014-06-09 08:36:17.9 2456817.8585 ir140608.0268          [08:37:05.1
YALE-08A-0001  OBJECT 2326-502            30.1 K       21:04:24 2014-06-09 08:37:03.9 2456817.8591 ir140608.0269          [08:37:50.2
YALE-08A-0001  OBJECT 2326-502           180.0 B       21:02:07 2014-06-09 08:34:47.7 2456817.8575 ccd140608.0074         [08:38:32.3
YALE-08A-0001  OBJECT 2326-502            30.0 K       21:05:10 2014-06-09 08:37:50.0 2456817.8596 ir140608.0270          [08:38:36.4
YALE-08A-0001  OBJECT 2326-502            30.0 K       21:06:01 2014-06-09 08:38:41.0 2456817.8602 ir140608.0271          [08:39:28.8
YALE-08A-0001  OBJECT 2326-502            30.1 K       21:06:47 2014-06-09 08:39:26.8 2456817.8607 ir140608.0272          [08:40:13.3
YALE-08A-0001  OBJECT 2326-502            30.0 K       21:07:34 2014-06-09 08:40:13.0 2456817.8613 ir140608.0273          [08:41:00.3
YALE-08A-0001  OBJECT 2326-502            30.0 K       21:08:20 2014-06-09 08:40:59.3 2456817.8618 ir140608.0274          [08:41:45.6
YALE-08A-0001  OBJECT 2326-502           140.0 V       21:06:04 2014-06-09 08:38:43.7 2456817.8602 ccd140608.0075         [08:41:49.0
YALE-08A-0001  OBJECT 2326-502            30.0 K       21:09:06 2014-06-09 08:41:45.3 2456817.8623 ir140608.0275          [08:42:31.7
CHILE-14A-0077 OBJECT ASASSN-14az         60.0 J       21:11:58 2014-06-09 08:44:36.5 2456817.8643 ir140608.0276          [08:45:54.5
CHILE-14A-0077 OBJECT ASASSN-14az         60.0 B       21:12:00 2014-06-09 08:44:39.1 2456817.8643 ccd140608.0076         [08:46:23.0
CHILE-14A-0077 OBJECT ASASSN-14az         60.0 J       21:13:14 2014-06-09 08:45:52.4 2456817.8652 ir140608.0277          [08:47:09.7
CHILE-14A-0077 OBJECT ASASSN-14az         60.0 B       21:13:47 2014-06-09 08:46:25.5 2456817.8656 ccd140608.0077         [08:48:09.4
CHILE-14A-0077 OBJECT ASASSN-14az         60.0 J       21:14:30 2014-06-09 08:47:08.7 2456817.8661 ir140608.0278          [08:48:26.9
CHILE-14A-0077 OBJECT ASASSN-14az         60.0 H       21:15:53 2014-06-09 08:48:31.4 2456817.8670 ir140608.0279          [08:49:47.6
CHILE-14A-0077 OBJECT ASASSN-14az         60.0 V       21:15:56 2014-06-09 08:48:33.8 2456817.8671 ccd140608.0078         [08:50:18.9
CHILE-14A-0077 OBJECT ASASSN-14az         60.0 H       21:17:09 2014-06-09 08:49:47.3 2456817.8679 ir140608.0280          [08:51:03.6
CHILE-14A-0077 OBJECT ASASSN-14az         60.0 V       21:17:43 2014-06-09 08:50:20.8 2456817.8683 ccd140608.0079         [08:52:05.3
CHILE-14A-0077 OBJECT ASASSN-14az         60.0 H       21:18:26 2014-06-09 08:51:03.8 2456817.8688 ir140608.0281          [08:52:20.2
CHILE-14A-0077 OBJECT ASASSN-14az         30.0 K       21:22:24 2014-06-09 08:55:01.0 2456817.8715 ir140608.0282          [08:55:48.2
CHILE-14A-0077 OBJECT ASASSN-14az         40.0 I       21:22:27 2014-06-09 08:55:03.6 2456817.8716 ccd140608.0080         [08:57:10.6
CHILE-14A-0077 OBJECT ASASSN-14az         30.0 K       21:23:10 2014-06-09 08:55:47.0 2456817.8721 ir140608.0283          [08:57:12.2
CHILE-14A-0077 OBJECT ASASSN-14az         30.0 K       21:23:10 2014-06-09 08:55:47.0 2456817.8721 ir140608.0284          [08:59:48.6
