Project        ImType Object           ExpTime Filter  LST      UTDate     UTC        JD           Filename               [Logged@UT]
OSU-03A-0001   OBJECT MB140275           300.0 I       15:32:33 2014-06-09 03:06:07.2 2456817.6293 ccd140608.0028         [03:11:51.0
OSU-03A-0001   OBJECT MB140275            50.0 H       15:38:22 2014-06-09 03:11:55.2 2456817.6333 ir140608.0069          [03:13:02.6
OSU-03A-0001   OBJECT MB140275            50.0 H       15:39:28 2014-06-09 03:13:01.2 2456817.6340 ir140608.0070          [03:14:07.5
OSU-03A-0001   OBJECT MB140275            50.0 H       15:40:34 2014-06-09 03:14:07.3 2456817.6348 ir140608.0071          [03:15:14.5
OSU-03A-0001   OBJECT MB140275            50.0 H       15:41:41 2014-06-09 03:15:13.5 2456817.6356 ir140608.0072          [03:16:19.6
OSU-03A-0001   OBJECT MB140275            50.0 H       15:42:47 2014-06-09 03:16:19.2 2456817.6363 ir140608.0073          [03:17:26.4
OSU-03A-0001   OBJECT MB140275           300.0 I       15:38:25 2014-06-09 03:11:57.9 2456817.6333 ccd140608.0029         [03:17:41.6
OSU-03A-0001   OBJECT MB140275            50.0 H       15:44:14 2014-06-09 03:17:45.9 2456817.6373 ir140608.0074          [03:18:53.2
OSU-03A-0001   OBJECT MB140275            50.0 H       15:45:20 2014-06-09 03:18:51.9 2456817.6381 ir140608.0075          [03:19:58.2
OSU-03A-0001   OBJECT MB140275            50.0 H       15:46:26 2014-06-09 03:19:58.1 2456817.6389 ir140608.0076          [03:21:05.3
OSU-03A-0001   OBJECT MB140275            50.0 H       15:47:32 2014-06-09 03:21:04.2 2456817.6396 ir140608.0077          [03:22:10.5
OSU-03A-0001   OBJECT MB140275            50.0 H       15:48:38 2014-06-09 03:22:10.1 2456817.6404 ir140608.0078          [03:23:17.3
OSU-03A-0001   OBJECT MB140275           300.0 I       15:44:16 2014-06-09 03:17:48.6 2456817.6374 ccd140608.0030         [03:23:32.4
OSU-03A-0001   OBJECT MB140275            50.0 H       15:50:05 2014-06-09 03:23:36.9 2456817.6414 ir140608.0079          [03:24:44.1
OSU-03A-0001   OBJECT MB140275            50.0 H       15:51:12 2014-06-09 03:24:42.9 2456817.6422 ir140608.0080          [03:25:49.3
OSU-03A-0001   OBJECT MB140275            50.0 H       15:52:18 2014-06-09 03:25:49.1 2456817.6429 ir140608.0081          [03:26:56.4
OSU-03A-0001   OBJECT MB140275            50.0 H       15:53:24 2014-06-09 03:26:55.2 2456817.6437 ir140608.0082          [03:28:01.5
OSU-03A-0001   OBJECT MB140275            50.0 H       15:54:31 2014-06-09 03:28:01.2 2456817.6445 ir140608.0083          [03:29:08.5
OSU-03A-0001   OBJECT MB140275           300.0 I       15:50:08 2014-06-09 03:23:39.4 2456817.6414 ccd140608.0031         [03:29:23.2
OSU-03A-0001   OBJECT MB140275            50.0 H       15:55:57 2014-06-09 03:29:27.3 2456817.6455 ir140608.0084          [03:30:34.6
OSU-03A-0001   OBJECT MB140275            50.0 H       15:57:03 2014-06-09 03:30:33.3 2456817.6462 ir140608.0085          [03:31:39.6
OSU-03A-0001   OBJECT MB140275            50.0 H       15:58:09 2014-06-09 03:31:39.5 2456817.6470 ir140608.0086          [03:32:46.8
OSU-03A-0001   OBJECT MB140275            50.0 H       15:59:16 2014-06-09 03:32:45.8 2456817.6478 ir140608.0087          [03:33:52.1
OSU-03A-0001   OBJECT MB140275            50.0 H       16:00:22 2014-06-09 03:33:51.8 2456817.6485 ir140608.0088          [03:34:59.1
OSU-03A-0001   OBJECT MB140275           300.0 I       15:55:59 2014-06-09 03:29:30.0 2456817.6455 ccd140608.0032         [03:35:13.7
OSU-03A-0001   OBJECT MB140275            50.0 H       16:01:49 2014-06-09 03:35:18.2 2456817.6495 ir140608.0089          [03:36:25.4
OSU-03A-0001   OBJECT MB140275            50.0 H       16:02:55 2014-06-09 03:36:24.1 2456817.6503 ir140608.0090          [03:37:30.4
OSU-03A-0001   OBJECT MB140275            50.0 H       16:04:01 2014-06-09 03:37:30.3 2456817.6510 ir140608.0091          [03:38:37.4
OSU-03A-0001   OBJECT MB140275            50.0 H       16:05:09 2014-06-09 03:38:37.8 2456817.6518 ir140608.0092          [03:39:44.1
OSU-03A-0001   OBJECT MB140275            50.0 H       16:06:15 2014-06-09 03:39:43.7 2456817.6526 ir140608.0093          [03:40:51.1
OSU-03A-0001   OBJECT MB140275           300.0 I       16:01:51 2014-06-09 03:35:20.8 2456817.6495 ccd140608.0033         [03:41:04.7
OSU-03A-0001   OBJECT MB140275            50.0 H       16:07:40 2014-06-09 03:41:09.2 2456817.6536 ir140608.0094          [03:42:16.4
OSU-03A-0001   OBJECT MB140275            50.0 H       16:08:47 2014-06-09 03:42:15.1 2456817.6543 ir140608.0095          [03:43:21.4
OSU-03A-0001   OBJECT MB140275            50.0 H       16:09:53 2014-06-09 03:43:21.2 2456817.6551 ir140608.0096          [03:44:28.4
OSU-03A-0001   OBJECT MB140275            50.0 H       16:10:59 2014-06-09 03:44:27.3 2456817.6559 ir140608.0097          [03:45:33.5
OSU-03A-0001   OBJECT MB140275            50.0 H       16:12:05 2014-06-09 03:45:33.1 2456817.6566 ir140608.0098          [03:46:40.4
OSU-03A-0001   OBJECT MB140275           300.0 I       16:07:43 2014-06-09 03:41:11.6 2456817.6536 ccd140608.0034         [03:46:55.4
OSU-03A-0001   OBJECT MB140275            50.0 H       16:13:32 2014-06-09 03:46:59.6 2456817.6576 ir140608.0099          [03:48:07.0
OSU-03A-0001   OBJECT MB140275            50.0 H       16:14:38 2014-06-09 03:48:05.6 2456817.6584 ir140608.0100          [03:49:12.0
OSU-03A-0001   OBJECT MB140275            50.0 H       16:15:45 2014-06-09 03:49:11.9 2456817.6592 ir140608.0101          [03:50:19.2
OSU-03A-0001   OBJECT MB140275            50.0 H       16:16:51 2014-06-09 03:50:18.1 2456817.6599 ir140608.0102          [03:51:24.4
OSU-03A-0001   OBJECT MB140275            50.0 H       16:17:57 2014-06-09 03:51:24.0 2456817.6607 ir140608.0103          [03:52:31.2
OSU-03A-0001   OBJECT MB140275           300.0 I       16:13:35 2014-06-09 03:47:02.2 2456817.6577 ccd140608.0035         [03:52:46.0
OSU-03A-0001   OBJECT MB140275            50.0 H       16:19:27 2014-06-09 03:52:53.4 2456817.6617 ir140608.0104          [03:54:00.5
OSU-03A-0001   OBJECT MB140275            50.0 H       16:20:33 2014-06-09 03:53:59.4 2456817.6625 ir140608.0105          [03:55:05.6
OSU-03A-0001   OBJECT MB140275            50.0 H       16:21:39 2014-06-09 03:55:05.5 2456817.6633 ir140608.0106          [03:56:12.8
OSU-03A-0001   OBJECT MB140275            50.0 H       16:22:45 2014-06-09 03:56:11.7 2456817.6640 ir140608.0107          [03:57:17.9
OSU-03A-0001   OBJECT MB140275            50.0 H       16:23:52 2014-06-09 03:57:17.6 2456817.6648 ir140608.0108          [03:58:25.0
OSU-03A-0001   OBJECT MB140275           300.0 V       16:19:29 2014-06-09 03:52:56.0 2456817.6618 ccd140608.0036         [03:58:39.7
OSU-03A-0001   OBJECT MB140275            50.0 H       16:27:52 2014-06-09 04:01:17.2 2456817.6676 ir140608.0109          [04:02:24.4
OSU-03A-0001   OBJECT MB140275            50.0 H       16:28:59 2014-06-09 04:02:24.4 2456817.6683 ir140608.0110          [04:03:30.7
OSU-03A-0001   OBJECT MB140275            50.0 H       16:30:06 2014-06-09 04:03:30.4 2456817.6691 ir140608.0111          [04:04:38.1
OSU-03A-0001   OBJECT MB140275            50.0 H       16:31:12 2014-06-09 04:04:37.0 2456817.6699 ir140608.0112          [04:05:43.2
OSU-03A-0001   OBJECT MB140275            50.0 H       16:32:18 2014-06-09 04:05:42.6 2456817.6706 ir140608.0113          [04:06:49.9
OSU-03A-0001   OBJECT MB140275           300.0 I       16:27:54 2014-06-09 04:01:19.6 2456817.6676 ccd140608.0037         [04:07:03.4
OSU-03A-0001   OBJECT MB140275            50.0 H       16:33:43 2014-06-09 04:07:07.7 2456817.6716 ir140608.0114          [04:08:14.9
OSU-03A-0001   OBJECT MB140275            50.0 H       16:34:49 2014-06-09 04:08:13.6 2456817.6724 ir140608.0115          [04:09:19.9
OSU-03A-0001   OBJECT MB140275            50.0 H       16:35:56 2014-06-09 04:09:19.6 2456817.6731 ir140608.0116          [04:10:26.8
OSU-03A-0001   OBJECT MB140275            50.0 H       16:37:02 2014-06-09 04:10:25.7 2456817.6739 ir140608.0117          [04:11:31.9
OSU-03A-0001   OBJECT MB140275            50.0 H       16:38:08 2014-06-09 04:11:31.4 2456817.6747 ir140608.0118          [04:12:38.8
OSU-03A-0001   OBJECT MB140275           300.0 I       16:33:46 2014-06-09 04:07:10.2 2456817.6716 ccd140608.0038         [04:12:53.9
OSU-03A-0001   OBJECT MB140275            50.0 H       16:39:35 2014-06-09 04:12:58.3 2456817.6757 ir140608.0119          [04:14:06.1
OSU-03A-0001   OBJECT MB140275            50.0 H       16:40:41 2014-06-09 04:14:04.1 2456817.6764 ir140608.0120          [04:15:10.3
OSU-03A-0001   OBJECT MB140275            50.0 H       16:41:47 2014-06-09 04:15:10.1 2456817.6772 ir140608.0121          [04:16:17.3
OSU-03A-0001   OBJECT MB140275            50.0 H       16:42:53 2014-06-09 04:16:16.1 2456817.6780 ir140608.0122          [04:17:22.4
OSU-03A-0001   OBJECT MB140275            50.0 H       16:43:59 2014-06-09 04:17:21.9 2456817.6787 ir140608.0123          [04:18:29.3
OSU-03A-0001   OBJECT MB140275           300.0 I       16:39:38 2014-06-09 04:13:00.9 2456817.6757 ccd140608.0039         [04:18:44.6
OSU-03A-0001   OBJECT MB140275            50.0 H       16:45:27 2014-06-09 04:18:49.1 2456817.6797 ir140608.0124          [04:19:56.8
OSU-03A-0001   OBJECT MB140275            50.0 H       16:46:33 2014-06-09 04:19:54.9 2456817.6805 ir140608.0125          [04:21:01.2
OSU-03A-0001   OBJECT MB140275            50.0 H       16:47:39 2014-06-09 04:21:01.0 2456817.6813 ir140608.0126          [04:22:08.4
OSU-03A-0001   OBJECT MB140275            50.0 H       16:48:45 2014-06-09 04:22:07.3 2456817.6820 ir140608.0127          [04:23:13.6
OSU-03A-0001   OBJECT MB140275            50.0 H       16:49:52 2014-06-09 04:23:13.2 2456817.6828 ir140608.0128          [04:24:20.5
OSU-03A-0001   OBJECT MB140275           300.0 I       16:45:29 2014-06-09 04:18:51.6 2456817.6798 ccd140608.0040         [04:24:35.3
OSU-03A-0001   OBJECT MB140275            50.0 H       16:51:18 2014-06-09 04:24:39.7 2456817.6838 ir140608.0129          [04:25:47.5
OSU-03A-0001   OBJECT MB140275            50.0 H       16:52:24 2014-06-09 04:25:45.5 2456817.6845 ir140608.0130          [04:26:52.4
OSU-03A-0001   OBJECT MB140275            50.0 H       16:53:31 2014-06-09 04:26:52.2 2456817.6853 ir140608.0131          [04:27:59.4
OSU-03A-0001   OBJECT MB140275            50.0 H       16:54:37 2014-06-09 04:27:58.2 2456817.6861 ir140608.0132          [04:29:04.5
OSU-03A-0001   OBJECT MB140275            50.0 H       16:55:43 2014-06-09 04:29:04.2 2456817.6869 ir140608.0133          [04:30:11.5
OSU-03A-0001   OBJECT MB140275           300.0 I       16:51:21 2014-06-09 04:24:42.2 2456817.6838 ccd140608.0041         [04:30:26.0
OSU-03A-0001   OBJECT MB140275            50.0 H       16:57:10 2014-06-09 04:30:30.2 2456817.6878 ir140608.0134          [04:31:37.4
OSU-03A-0001   OBJECT MB140275            50.0 H       16:58:16 2014-06-09 04:31:36.1 2456817.6886 ir140608.0135          [04:32:42.3
OSU-03A-0001   OBJECT MB140275            50.0 H       16:59:22 2014-06-09 04:32:42.2 2456817.6894 ir140608.0136          [04:33:49.5
OSU-03A-0001   OBJECT MB140275            50.0 H       17:00:28 2014-06-09 04:33:48.3 2456817.6901 ir140608.0137          [04:34:54.6
OSU-03A-0001   OBJECT MB140275            50.0 H       17:01:34 2014-06-09 04:34:54.2 2456817.6909 ir140608.0138          [04:36:02.4
