#             		B	    B        B          V  	    V        V          R  	    R        R          J  	    J        J          K  	    K        K            
#    JD start        JD start      mag      err      JD start      mag      err      JD start      mag      err      JD start      mag      err      JD start      mag      err
#                                                                                                                                                                               
   2455193.82987   2455193.82987  17.959   0.018   2455193.83208  17.323   0.014   2455193.83376  16.674   0.011   2455193.83204  14.596   0.012   2455193.82983  12.422   0.008
   2455195.83012   2455195.83012  17.830   0.023   2455195.83234  17.250   0.017   2455195.83402  16.524   0.012   2455195.83230  14.588   0.012   2455195.83008  12.350   0.008
   2455199.83371   2455199.83371  18.266   0.061   2455199.83593  17.457   0.033   2455199.83762  16.934   0.023   2455199.83589  15.003   0.016   2455199.83367  12.667   0.012
   2455201.83725   2455201.83725  18.114   0.045   2455201.83948  17.476   0.032   2455201.84115  16.954   0.026   2455201.83943  15.035   0.016   2455201.83721  12.666   0.011
   2455204.86721   2455204.86721  18.150   0.040   2455204.86944  17.609   0.030   2455204.87112  16.878   0.023   2455204.86940  14.884   0.014   2455204.86717  12.543   0.014
   2455205.85486   2455205.85486  18.003   0.023   2455205.85708  17.406   0.018   2455205.85876  16.734   0.013   2455205.85704  14.811   0.013   2455205.85482  12.446   0.013
   2455207.85980   2455207.85980  18.014   0.023   2455207.86201  17.402   0.018       999.00000 999.000 999.000   2455207.86196  14.779   0.014   2455207.85975  12.247   0.011
   2455208.86020   2455208.86020  17.853   0.016   2455208.86244  17.257   0.013   2455208.86413  16.669   0.011   2455208.86230  14.689   0.013   2455208.86016  12.016   0.009
   2455210.85758   2455210.85758  17.991   0.018   2455210.85982  17.675   0.014   2455210.86152  16.714   0.011   2455210.85978  14.845   0.014   2455210.85755  12.585   0.012
   2455211.83147   2455211.83147  17.783   0.016   2455211.83370  17.199   0.014   2455211.83538  16.551   0.011   2455211.83366  14.653   0.013   2455211.83143  12.348   0.010
   2455212.84885   2455212.84885  17.519   0.013   2455212.85107  16.891   0.011   2455212.85275  16.270   0.009   2455212.85103  14.375   0.011   2455212.84881  12.157   0.008
   2455214.83768   2455214.83768  17.361   0.012   2455214.83993  16.775   0.010   2455214.84163  16.191   0.008   2455214.83989  14.410   0.011   2455214.83764  12.278   0.008
   2455215.83046   2455215.83046  17.428   0.011   2455215.83270  16.848   0.009   2455215.83438  16.268   0.008   2455215.83266  14.438   0.011   2455215.83042  12.288   0.008
   2455216.81797   2455216.81797  17.445   0.011   2455216.82021  16.747   0.010   2455216.82189  16.304   0.008   2455216.82016  14.446   0.012   2455216.81793  12.145   0.008
   2455217.82237   2455217.82237  17.664   0.013   2455217.82462  17.107   0.011   2455217.82631  16.504   0.009   2455217.82459  14.589   0.012   2455217.82233  12.494   0.011
   2455218.87548   2455218.87548  17.879   0.029   2455218.87771  17.244   0.021   2455218.87940  16.629   0.018   2455218.87767  14.674   0.013   2455218.87544  12.585   0.012
   2455219.84189   2455219.84189  17.779   0.015   2455219.84413  17.191   0.012   2455219.84580  16.565   0.010   2455219.84408  14.602   0.012   2455219.84185  12.436   0.010
   2455220.85912   2455220.85912  17.764   0.016   2455220.86136  17.153   0.013   2455220.86305  16.524   0.011       999.00000 999.000 999.000       999.00000 999.000 999.000
   2455221.82672   2455221.82672  17.794   0.015   2455221.82893  17.173   0.012   2455221.83060  16.523   0.010       999.00000 999.000 999.000       999.00000 999.000 999.000
   2455222.81812   2455222.81812  17.665   0.014   2455222.82035  17.063   0.012   2455222.82203  16.441   0.010   2455222.82031  14.568   0.012   2455222.81808  12.360   0.010
   2455223.82994   2455223.82994  17.652   0.017   2455223.83215  17.038   0.013   2455223.83384  16.407   0.010   2455223.83211  14.513   0.014   2455223.82990  12.308   0.011
   2455224.81878   2455224.81878  17.792   0.023   2455224.82101  17.084   0.016   2455224.82269  16.468   0.012   2455224.82097  14.563   0.013   2455224.81874  12.118   0.009
   2455225.84290   2455225.84290  17.650   0.030   2455225.84514  17.043   0.020   2455225.84681  16.383   0.014   2455225.84509  14.502   0.012   2455225.84286  12.359   0.011
   2455226.81468   2455226.81468  17.537   0.049   2455226.81693  16.828   0.028   2455226.81863  16.287   0.031   2455226.81689  14.367   0.012   2455226.81464  12.425   0.010
   2455227.87709   2455227.87709  17.630   0.039   2455227.87931  17.002   0.025   2455227.88099  16.434   0.018   2455227.87927  14.482   0.011   2455227.87705  12.582   0.015
